id,llm_correct,assessor_correct
2420,1,0.33
6354,1,0.48
7089,1,0.13
9638,1,0.33
230,1,0.34
10819,0,0.06
3555,1,0.0
10112,1,0.2
11850,1,0.23
214,1,0.25
5304,1,0.36
4221,0,0.17
8712,1,0.49
417,1,0.3
3844,1,0.3
1771,1,0.24
2815,0,0.09
781,1,0.53
7186,0,0.16
5454,1,0.27
9714,0,0.22
6314,1,0.25
4367,1,0.0
8170,1,0.35
7520,1,0.62
128,1,0.34
97,1,0.15
5746,1,0.38
2142,1,0.41
7478,1,0.32
5411,1,0.34
3562,1,0.0
10927,1,0.16
3870,1,0.4
6377,1,0.0
1210,1,0.76
8804,1,0.43
11752,0,0.25
7393,1,0.34
7523,1,0.42
8030,1,0.39
5100,0,0.17
4059,0,0.21
1127,0,0.29
9425,1,0.31
10700,1,0.2
11215,1,0.17
1216,1,0.31
11667,0,0.32
4084,1,0.47
2118,0,0.03
8304,1,0.4
8673,1,0.26
7209,1,0.61
11768,0,0.25
6783,1,0.48
8542,0,0.25
6651,0,0.23
3329,1,0.42
4291,1,0.22
2908,1,0.4
4834,1,0.21
11732,0,0.09
2520,0,0.15
4908,0,0.3
5706,0,0.15
9244,1,0.62
5345,0,0.4
9430,1,0.31
8621,1,0.37
9554,1,0.28
2771,1,0.21
8728,1,0.45
2663,1,0.31
5881,0,0.34
11077,0,0.25
1251,1,0.2
6892,1,0.32
4463,1,0.31
10070,0,0.26
9512,1,0.58
1585,1,0.46
11330,1,0.31
308,1,0.31
2282,1,0.44
3684,1,0.46
3074,1,0.42
11214,0,0.3
8168,1,0.32
4314,1,0.5
11040,1,0.03
8583,1,0.0
2786,0,0.14
8901,1,0.42
4265,1,0.32
3887,1,0.33
7828,1,0.38
5031,1,0.6
8773,1,0.21
3893,1,0.24
4595,1,0.44
2563,0,0.2
1944,1,0.71
4097,1,0.34
10641,1,0.49
4676,1,0.41
10780,0,0.37
7361,0,0.66
6274,1,0.21
9241,1,0.43
5850,1,0.55
904,1,0.11
8289,1,0.0
3609,1,0.16
5621,1,0.48
4645,1,0.35
6603,1,0.52
424,1,0.9
10034,0,1.0
11622,1,0.15
2396,1,0.69
11586,0,0.3
3349,1,0.41
3328,1,0.5
1228,1,0.27
7643,1,0.57
1434,1,0.41
8726,1,0.24
10365,0,1.0
5615,1,0.2
8161,1,0.53
10748,1,0.14
9478,1,0.3
3811,1,0.41
11524,1,0.28
8849,0,1.0
2631,1,0.31
2878,1,0.39
6041,0,0.19
3564,1,0.32
8530,0,0.16
7276,1,0.35
6650,1,0.49
1503,1,0.18
8939,1,0.18
6091,0,0.33
3406,1,0.52
5577,0,0.04
2628,1,0.63
6488,1,0.23
6327,1,0.13
5522,0,0.2
8737,1,0.25
9692,1,0.39
321,1,0.47
7641,1,0.44
10049,1,0.44
9306,1,0.5
7030,0,0.2
4859,1,0.42
7920,1,0.3
2672,1,0.62
2546,1,0.51
6168,1,0.12
11866,0,0.05
7599,0,0.22
3974,1,0.44
10646,0,0.07
536,1,0.23
4447,1,0.2
10566,0,0.04
4092,1,0.0
3120,1,0.09
11435,1,0.42
3573,1,0.02
2200,0,0.21
10817,1,0.45
1388,1,0.26
3812,1,0.47
7324,1,0.31
3695,0,0.35
1983,1,0.42
16,0,0.36
3829,1,0.2
4070,0,1.0
2571,1,0.3
978,0,0.38
1941,1,0.51
11220,0,0.47
2299,1,0.33
5580,1,0.26
2402,0,0.18
2053,1,0.29
1808,1,0.32
2707,0,0.45
9499,1,0.0
5935,1,0.41
2047,1,0.48
4068,1,0.0
3322,1,0.59
9991,1,0.22
1143,1,0.16
10843,1,0.45
2760,1,0.38
2854,1,0.49
1519,1,0.27
4951,1,0.4
9023,1,0.0
11913,0,0.32
6886,1,0.47
343,1,0.38
10216,0,0.17
776,1,0.43
7743,1,0.22
5798,1,0.2
412,0,0.44
5226,1,0.32
7399,1,0.35
322,1,0.32
3218,1,0.32
2636,1,0.62
6171,1,0.47
2193,1,0.38
2427,0,0.04
6059,1,0.35
5573,1,0.2
10507,1,0.37
3373,1,0.21
8690,1,0.37
399,0,0.31
8528,1,0.28
7212,1,0.32
4318,1,0.28
4002,0,0.13
2292,0,0.0
2894,1,0.22
3760,1,0.54
8348,0,0.26
6675,1,0.43
2260,1,0.38
9586,1,0.32
11493,0,0.16
11654,0,0.44
4568,1,0.26
825,1,0.58
3335,1,0.49
4086,1,0.0
2216,1,0.0
7686,0,0.17
11171,0,0.24
9530,0,0.32
11042,1,0.42
1025,1,0.47
7019,1,0.32
6634,1,0.12
4062,0,1.0
8116,1,0.23
11574,1,0.31
6392,1,0.21
8830,0,0.27
457,1,0.66
3674,0,0.3
4354,0,1.0
10039,1,0.5
6866,1,0.35
3610,1,0.22
8399,1,0.42
4228,0,0.38
3768,1,0.33
3582,0,1.0
3958,0,0.57
2565,1,0.5
2715,1,0.0
9817,1,0.29
7421,0,0.33
7242,0,0.34
7224,1,0.45
2882,0,0.28
11014,1,0.31
7265,1,0.56
9132,1,0.59
1893,1,0.35
10901,1,0.6
5710,1,0.16
5323,1,0.3
1201,1,0.37
3187,1,0.53
4553,0,0.38
4522,1,0.21
2778,1,0.22
7046,1,0.31
9011,1,0.27
579,1,0.18
52,1,0.25
4268,1,0.25
3980,1,0.28
11058,1,0.37
8310,1,0.53
3354,1,0.4
5210,1,0.1
4113,0,1.0
11496,0,0.06
7390,1,0.23
9672,1,0.47
6630,1,0.1
6578,0,0.27
2116,1,0.47
11505,1,0.25
4412,1,0.45
1152,1,0.33
5700,1,0.19
1608,0,0.59
4420,1,0.0
11039,1,0.65
9947,1,0.26
10400,1,0.0
4283,1,0.29
11759,1,0.25
7735,1,0.48
11937,1,0.19
2725,1,0.77
5533,0,0.33
6870,1,0.32
10634,1,0.35
4226,0,1.0
9026,1,0.44
7373,1,0.19
1068,0,0.07
2837,1,0.68
10506,1,0.33
11475,0,0.05
7451,0,0.02
4178,0,0.1
11530,1,0.4
3382,1,0.42
5729,1,0.35
6938,1,0.28
5262,1,0.18
3163,1,0.0
8460,1,0.42
9689,1,0.61
11006,0,0.15
9242,1,0.27
5174,1,0.0
1502,1,0.16
2501,1,0.68
378,1,0.3
6835,1,0.22
9835,1,0.47
1462,1,0.35
9429,1,0.0
11464,1,0.22
3395,1,0.27
9913,0,0.41
6089,1,0.09
8828,1,0.4
1729,0,0.4
5848,1,0.31
3734,1,0.13
7915,1,0.23
4979,1,0.42
5839,1,0.31
2783,1,0.4
10318,0,0.06
3480,0,1.0
5675,1,0.42
8093,1,0.47
2513,1,0.31
10156,0,0.19
4935,1,0.37
4494,1,0.38
11868,0,0.04
185,1,0.41
3754,0,0.29
10284,1,0.58
1028,1,0.33
6345,1,0.5
856,1,0.18
151,1,0.21
11322,0,0.47
10472,1,0.22
1714,1,0.3
9106,1,0.27
8980,0,0.23
8390,1,0.48
1079,1,0.36
6139,1,0.6
5505,1,0.44
8412,1,0.25
6438,1,0.46
11549,1,0.22
7217,0,1.0
7516,1,0.46
7488,1,0.28
1958,1,0.18
9117,1,0.45
7623,0,0.24
11240,0,0.11
834,1,0.11
9008,1,0.32
7656,1,0.61
6417,1,0.33
1935,1,0.25
10660,1,0.44
11594,0,0.14
10779,1,0.26
809,1,0.22
9388,1,0.4
158,1,0.12
149,1,0.4
7522,0,1.0
4260,1,0.36
8573,1,0.46
4158,1,0.0
10709,0,0.24
2247,1,0.41
4497,1,0.27
9518,1,0.52
10615,1,0.41
3432,1,0.63
1269,0,0.29
8214,1,0.27
3484,1,0.33
10040,1,0.0
1914,0,0.21
4275,1,0.0
7259,1,0.38
6136,0,0.22
1988,1,0.39
5041,1,0.54
1404,0,0.19
8795,1,0.41
8451,0,0.15
4693,0,0.21
10164,1,0.46
4469,0,0.09
7471,1,0.22
11127,0,0.2
2919,1,0.51
618,1,0.32
598,1,0.22
6639,1,0.17
4024,1,0.32
2579,1,0.51
10551,1,0.25
7654,1,0.35
5487,1,0.33
10653,1,0.23
3618,1,0.24
2955,1,0.44
3048,1,0.44
4801,0,0.4
4590,1,0.41
2784,1,0.38
11991,1,0.37
7742,1,0.28
592,1,0.31
11062,1,0.3
6017,1,0.55
2106,0,0.16
5920,1,0.43
9476,1,0.32
11741,0,0.13
63,1,0.29
4551,0,0.56
10974,0,0.32
251,1,0.23
6301,0,0.15
7504,0,0.11
7054,1,0.35
7780,1,0.25
10584,1,0.32
5671,1,0.72
7151,1,0.47
8872,1,0.4
485,1,0.61
2587,1,0.24
5080,0,0.12
9750,1,0.43
6177,1,0.66
7775,1,0.41
5885,0,0.3
8911,1,0.44
10676,1,0.3
2112,1,0.31
1357,1,0.35
8547,1,0.61
3953,1,0.16
9971,1,0.37
1252,0,0.67
6531,1,0.26
6114,1,0.29
1516,0,0.32
1884,1,0.48
3572,1,0.0
10818,0,0.02
6918,1,0.73
9066,1,0.49
6949,1,0.3
9630,1,0.26
5365,1,0.31
5766,1,0.2
10224,1,0.36
8622,1,0.28
9834,0,0.04
162,1,0.28
7580,1,0.3
3415,1,0.5
637,1,0.08
853,0,0.25
5654,1,0.22
4587,0,0.37
8636,1,0.42
1095,0,0.38
6611,1,0.27
2032,1,0.0
11861,1,0.64
9445,0,0.38
7506,1,0.0
6323,1,0.43
6979,1,0.31
10724,1,0.22
8247,1,0.16
3716,0,0.11
8874,1,0.21
6287,1,0.29
6551,1,0.32
6572,1,0.53
8366,1,0.6
5164,0,0.12
3446,1,0.44
1600,0,0.17
2914,1,0.32
5939,1,0.16
1624,1,0.29
11339,1,0.25
6242,0,0.09
5738,0,0.16
4141,1,0.41
1805,1,0.39
6954,1,0.82
9548,0,0.16
1363,1,0.31
7681,0,0.08
9467,0,0.48
10708,1,0.25
1544,0,0.11
6935,1,0.27
10461,1,0.27
10285,1,0.55
4662,1,0.49
8934,1,0.56
9169,1,0.0
3766,1,0.32
10580,0,0.33
10850,1,0.07
2148,1,0.0
983,0,0.27
8841,1,0.15
11440,0,0.18
3934,1,0.68
3356,1,0.25
9124,0,0.26
4256,1,0.48
9482,0,0.17
4897,1,0.65
325,1,0.33
9039,1,0.33
239,0,0.3
4405,1,0.28
10874,1,0.21
2864,1,0.44
9880,0,0.12
3591,0,0.29
2042,1,0.42
7363,1,0.32
7571,1,0.3
11200,0,0.11
9047,1,0.65
10080,1,0.44
7043,0,0.22
9579,1,0.53
9785,0,0.12
6099,1,0.55
1722,1,0.39
9985,1,0.49
10951,1,0.4
8004,1,0.33
3206,1,0.49
7600,1,0.33
11282,1,0.31
11116,0,0.21
11406,0,0.31
1548,0,0.29
10394,0,0.04
7497,0,0.39
11232,1,0.2
7153,1,0.77
7701,1,0.29
1966,1,0.51
5658,1,0.4
5612,1,0.38
8089,1,0.22
3541,0,0.33
5275,1,0.22
11979,1,0.31
7567,1,0.4
11926,0,0.19
3433,0,0.11
10943,0,0.21
3916,0,0.25
11735,1,0.43
1942,1,0.46
9369,0,0.43
787,1,0.46
11354,0,0.23
9919,1,0.35
4223,1,0.41
3769,0,0.31
7266,1,0.38
9705,1,0.43
7619,1,0.51
10024,0,1.0
4346,1,0.33
6084,1,0.19
4212,1,0.41
769,1,0.27
47,1,0.56
5872,0,0.16
4937,0,0.05
2080,1,0.26
8504,1,0.39
8020,0,0.15
5909,1,0.5
3288,1,0.49
3278,1,0.57
9400,1,0.41
5930,1,0.14
7570,1,0.29
2061,0,0.25
7631,1,0.52
10548,1,0.11
6721,1,0.37
5763,1,0.41
4527,1,0.0
2929,1,0.33
4864,1,0.63
2002,1,0.47
9623,0,0.09
2570,1,0.18
9591,0,0.55
9599,1,0.41
3346,0,0.26
10582,1,0.34
9937,0,0.33
6755,1,0.25
9001,1,0.58
1153,1,0.42
9730,1,0.42
7700,0,0.12
852,1,0.47
5030,1,0.41
3263,1,0.35
1156,0,0.29
7703,1,0.0
1244,1,0.39
355,1,0.48
11841,1,0.33
136,1,0.37
640,1,0.0
3796,1,0.15
2122,1,0.18
4526,0,0.34
4338,0,1.0
3874,1,0.39
10994,0,0.24
9345,1,0.49
363,1,0.42
674,1,0.29
7628,1,0.47
5336,1,0.29
2153,1,0.55
1003,1,0.44
1894,1,0.38
926,0,0.15
10527,1,0.47
4833,1,0.31
11627,1,0.35
10219,1,0.35
7268,1,0.53
10795,0,0.38
9448,1,0.61
6371,1,0.2
5552,1,0.45
9419,1,0.16
4684,1,0.4
801,1,0.3
5942,1,0.57
10985,1,0.0
422,1,0.48
1459,1,0.37
4250,1,0.33
6339,0,0.66
9792,0,0.2
2215,1,0.49
10067,1,0.27
1047,0,0.09
1508,1,0.31
6714,0,1.0
11645,0,0.18
9280,1,0.23
5918,1,0.27
11613,1,0.3
4722,1,0.22
9135,0,0.16
2333,1,0.47
3409,1,0.77
3507,1,0.39
8110,0,0.1
3548,1,0.28
8180,1,0.34
5387,1,0.51
4404,1,0.0
9787,1,0.17
9496,1,0.31
9810,1,0.45
8097,1,0.41
25,1,0.32
8846,0,0.41
8533,1,0.41
9699,1,0.4
6203,1,0.27
8738,1,0.32
10392,1,0.29
8521,0,0.11
7690,0,0.13
6283,1,0.22
8104,1,0.25
1215,1,0.16
6047,1,0.38
7989,1,0.68
1140,0,0.23
7360,1,0.47
8449,1,0.51
10529,1,0.33
5414,1,0.33
714,1,0.43
11812,1,0.2
2135,1,0.0
948,1,0.08
5023,1,0.34
805,0,0.49
7977,1,0.37
2206,1,0.0
3402,1,0.3
2284,0,0.29
11717,0,0.11
4025,1,0.38
8023,1,0.16
6874,1,0.5
10147,1,0.4
6394,1,0.11
1421,0,0.32
612,1,0.31
6713,1,0.33
9061,1,0.52
2840,0,0.41
2317,1,0.69
1350,1,0.24
8981,0,0.32
4599,1,0.33
221,1,0.14
5442,1,0.25
10068,0,0.48
5397,0,0.3
9675,1,0.3
3880,1,0.27
1965,1,0.23
7020,1,0.26
8524,1,0.42
890,0,0.31
11862,0,0.16
446,1,0.19
379,1,0.29
9016,1,0.49
7936,1,0.57
4880,1,0.47
724,1,0.0
6196,1,0.2
3585,1,0.4
11414,1,0.24
5610,1,0.33
10554,1,0.65
2155,0,0.12
224,1,0.61
10770,1,0.06
3185,1,0.29
171,1,0.3
7618,1,0.24
126,0,0.13
4473,1,0.67
6037,0,0.6
8462,1,0.52
1266,1,0.39
10060,1,0.41
8382,0,0.22
6374,1,0.46
10019,1,0.78
8609,1,0.65
6583,1,0.24
10264,1,0.74
5036,1,0.3
11738,0,0.19
5768,1,0.28
746,1,0.47
5948,0,0.82
7362,1,0.37
8187,0,0.21
2781,1,0.56
2443,1,0.37
3748,1,0.26
6246,1,0.43
7905,0,0.04
6433,0,0.21
4230,0,0.45
4310,1,0.39
2891,1,0.28
11970,1,0.32
5592,1,0.18
450,1,0.33
2382,1,0.41
1577,1,0.27
7273,1,0.0
2871,1,0.57
8207,1,0.29
2634,1,0.29
11032,1,0.35
10588,0,0.17
6858,1,0.27
7255,0,0.27
10426,1,0.4
9601,1,0.37
7428,1,0.36
4617,1,0.56
5712,1,0.42
9337,1,0.19
4799,1,0.52
11336,0,0.13
10291,1,0.44
9089,1,0.49
8244,1,0.24
4235,1,0.27
11852,1,0.65
7121,1,0.35
6514,1,0.14
54,1,0.2
9195,0,0.27
367,1,0.24
9948,1,0.19
5517,1,0.58
1377,1,0.39
3440,1,0.41
4630,0,0.62
5666,1,0.23
4106,1,0.45
5536,1,0.56
11542,0,0.19
166,1,0.3
8456,1,0.38
8615,1,0.41
4889,1,0.28
10464,1,0.26
1192,1,0.34
9112,1,0.32
1132,0,0.15
4907,0,0.67
5598,0,0.01
2404,1,0.47
5380,1,0.23
9964,1,0.27
740,1,0.33
4285,0,0.39
3959,1,0.2
1116,0,0.18
8683,1,0.0
1710,0,0.15
1732,0,0.14
6113,0,0.27
7733,1,0.0
8819,1,0.24
6948,0,0.03
8784,1,0.35
11621,1,0.7
11660,1,0.28
11495,0,0.22
4731,1,0.57
5733,0,0.23
5294,0,0.13
8549,1,0.26
3178,1,0.24
11859,1,0.22
9691,1,0.22
1892,1,0.4
2338,1,0.76
10342,1,0.49
2107,0,0.58
1012,1,0.41
5317,0,0.23
11593,0,0.19
698,1,0.37
7163,0,1.0
7693,0,0.19
3114,0,0.14
260,1,0.33
11236,1,0.33
2751,0,0.22
10062,1,0.49
12001,1,0.24
8294,1,0.47
1281,0,0.33
10778,0,0.27
8494,1,0.27
1978,1,0.42
1758,0,0.04
10200,1,0.64
515,1,0.51
4631,1,0.57
8251,1,0.87
10688,1,0.62
10249,1,0.78
11583,0,0.24
262,1,0.24
8306,1,0.31
10803,0,0.25
3087,1,0.36
3921,0,0.1
7576,1,0.32
5371,0,0.18
1922,1,0.44
11664,1,0.28
7159,1,0.22
5633,1,0.21
10840,0,0.12
9327,1,0.47
6648,0,0.17
8224,1,0.28
9082,1,0.42
4103,0,0.13
7227,1,0.64
8877,0,0.52
1656,1,0.37
4376,1,0.52
6325,1,0.28
8969,1,0.22
6809,1,0.38
2442,1,0.0
1162,0,0.44
5220,1,0.27
3512,1,0.35
1129,1,0.28
2910,1,0.6
2390,1,0.33
7256,1,0.38
1800,1,0.33
2541,1,0.3
5281,1,0.6
6365,1,0.3
9624,1,0.51
1160,1,0.16
875,1,0.43
6108,1,0.36
9924,1,0.48
11550,1,0.3
2485,1,0.27
10620,1,0.33
7146,1,0.29
6071,1,0.34
3116,1,0.38
1840,1,0.0
3922,0,1.0
8914,1,0.32
4741,1,0.22
2006,1,0.28
2316,1,0.41
9113,1,0.21
11783,1,0.19
7874,1,0.38
4261,1,0.29
7423,1,0.0
10303,1,0.45
3733,1,0.52
7966,1,0.32
1227,0,0.1
6590,1,0.22
2393,1,0.0
6046,1,0.49
7123,1,0.26
3747,1,0.55
8826,1,0.44
2270,1,0.24
6125,0,0.3
10972,0,0.04
7304,1,0.46
8587,1,0.29
4881,1,0.44
6384,1,0.19
1087,1,0.29
4372,1,0.26
6119,1,0.39
2063,0,0.3
3612,1,0.25
2511,1,0.26
7595,1,0.26
10427,1,0.41
10578,0,0.31
5290,1,0.22
577,1,0.27
11679,1,0.22
10333,1,0.26
3730,1,0.32
5314,1,0.08
3425,0,0.29
9927,1,0.41
2289,0,0.21
7895,1,0.31
1465,0,0.38
2640,1,0.0
10954,1,0.51
9266,0,0.38
2965,1,0.39
3538,1,0.22
3735,1,0.17
7337,1,0.39
9857,1,0.63
3794,1,0.39
7401,1,0.38
5771,1,0.47
9427,1,0.42
8724,1,0.15
3265,1,0.66
10754,1,0.13
3656,1,0.28
4102,1,0.39
4457,0,0.22
2315,0,0.29
11172,1,0.17
9952,1,0.42
7133,0,0.09
9084,0,0.19
4841,0,1.0
11719,0,0.61
8171,1,0.44
541,1,0.28
5198,1,0.3
3359,1,0.0
5035,1,0.48
6373,1,0.24
5099,1,0.21
2261,1,0.72
10713,0,0.15
11425,1,0.31
10842,1,0.45
3691,0,0.41
2343,0,0.05
9174,1,0.3
723,1,0.56
6484,1,0.49
4953,1,0.32
6368,1,0.22
6122,1,0.48
350,1,0.27
3801,1,0.0
5073,1,0.6
3125,1,0.0
7410,1,0.0
9471,1,0.38
8118,1,0.31
1601,1,0.34
11154,1,0.43
9878,0,0.14
11201,0,0.23
86,1,0.35
9136,1,0.3
6635,1,0.13
7639,1,0.45
9494,0,0.12
2502,1,0.58
11820,0,0.35
1938,1,0.54
4554,1,0.0
2021,1,0.53
1929,1,0.63
4909,1,0.49
3314,0,0.06
3639,0,0.18
10982,1,0.49
11632,0,0.21
6079,1,0.0
1588,0,0.62
456,1,0.24
788,1,0.49
2973,1,0.0
7282,1,0.24
816,0,0.53
6863,1,0.17
8380,1,0.66
539,1,0.24
9305,1,0.39
2181,1,0.46
1323,1,0.44
3746,1,0.52
8300,1,0.28
11279,1,0.24
806,1,0.21
11483,0,1.0
5684,0,0.26
10091,1,0.76
10221,1,0.45
7432,1,0.21
2286,1,0.24
1078,0,0.55
6512,1,0.1
8075,0,0.34
770,1,0.16
5359,1,0.3
2154,1,0.0
7032,1,0.66
8974,1,0.29
11129,1,0.35
9688,1,0.23
2363,1,0.28
5829,1,0.44
10275,1,0.54
3991,1,0.0
6658,0,0.72
8955,1,0.62
11924,1,0.3
11383,0,0.15
7960,1,0.52
8058,1,0.41
1554,0,0.42
4064,1,0.52
5305,1,0.24
9031,0,0.24
8538,0,0.19
884,1,0.27
123,1,0.18
5439,1,0.31
6244,0,0.07
6672,0,0.45
10059,1,0.29
7824,1,0.63
4718,1,0.28
9006,1,0.0
2406,0,0.11
5507,0,0.32
9560,1,0.48
5879,1,0.16
8881,1,0.0
861,0,0.37
2123,1,0.48
10594,1,0.69
2130,1,0.36
11823,0,0.08
11358,1,0.31
295,1,0.29
3049,1,0.22
11046,1,0.19
11053,1,0.24
9789,0,0.18
2327,1,0.0
6594,1,0.14
498,1,0.3
1288,1,0.33
8064,1,0.34
3177,0,0.13
5249,0,0.21
6500,1,0.1
6058,1,0.27
5961,1,0.44
6366,1,0.29
483,0,0.45
6509,0,0.57
6556,1,0.38
2004,1,0.44
12006,0,0.24
7278,1,0.25
2552,0,0.62
319,1,0.18
8342,1,0.36
10486,1,0.58
10781,1,0.27
2414,1,0.49
5096,1,0.47
4023,1,0.0
8611,1,0.3
6135,1,0.28
4681,0,0.24
11352,0,0.1
4156,1,0.34
5570,1,0.34
5691,1,0.56
11552,0,0.35
7420,1,0.51
1766,1,0.37
3855,0,1.0
11794,1,0.25
2904,1,0.63
11766,0,0.08
9484,1,0.35
9196,1,0.27
8815,1,0.31
6361,1,0.35
4537,0,0.13
4243,1,0.54
11338,1,0.41
9771,0,0.12
10057,1,0.3
1915,1,0.4
8372,1,0.4
7809,0,0.27
11577,1,0.3
11646,1,0.24
8195,0,0.39
3687,1,0.47
5032,1,0.49
6990,1,0.34
899,1,0.43
10327,0,0.06
7141,1,0.28
7741,1,0.51
12005,1,0.18
5191,1,0.38
552,1,0.29
9745,1,0.28
7782,0,0.24
11217,0,0.14
8790,1,0.27
2132,1,0.56
8282,1,0.26
4055,0,0.05
9661,1,0.39
2750,1,0.62
4436,1,0.36
4388,1,0.31
6215,1,0.21
11988,1,0.0
11911,1,0.16
8209,1,0.48
2892,1,0.64
4502,1,0.29
4519,0,0.14
8642,1,0.17
5468,1,0.51
6840,1,0.36
11973,0,0.42
1920,1,0.52
3321,1,0.35
9285,0,0.25
6875,1,0.61
4132,1,0.2
7812,0,0.25
2380,1,0.45
7866,1,0.63
1716,1,0.62
8324,1,0.18
3357,1,0.0
9446,1,0.48
11792,0,0.11
7669,0,0.05
9644,0,0.24
792,0,0.16
9850,1,0.47
10599,1,0.34
10456,1,0.58
7976,1,0.47
7574,1,0.3
1105,1,0.22
4796,0,0.13
5569,1,0.42
6457,1,0.79
3319,0,0.24
5880,1,0.18
10723,1,0.55
9102,0,0.12
9932,1,0.34
5529,1,0.19
6728,1,0.43
2651,1,0.3
5563,0,0.71
7094,0,0.12
3847,0,0.28
397,1,0.49
6420,1,0.56
6936,1,0.54
9628,1,0.6
9629,1,0.24
6579,1,0.35
10902,1,0.13
3390,1,0.0
7698,1,0.21
3969,1,0.28
3498,0,1.0
11786,1,0.32
4992,0,1.0
1509,1,0.32
9637,1,0.62
8088,1,0.35
3216,1,0.41
3333,0,0.23
10705,1,0.44
6277,1,0.11
2459,1,0.55
5674,1,0.45
10377,1,0.29
6798,1,0.61
9992,1,0.43
8536,1,0.23
3317,1,0.27
4855,0,0.04
9330,1,0.51
5683,1,0.28
3271,1,0.4
9021,1,0.41
11643,1,0.43
1492,0,0.25
6653,1,0.43
7554,1,0.17
3930,0,0.23
9755,1,0.21
11896,0,0.31
4136,1,0.25
5381,0,0.07
6138,1,0.25
2084,1,0.0
7418,1,0.34
3024,1,0.0
5203,1,0.2
11280,1,0.52
7169,0,0.34
2143,0,0.23
11648,1,0.38
296,1,0.42
6302,0,0.2
5316,1,0.28
3155,1,0.46
9841,1,0.43
4955,1,0.42
8204,1,0.3
7793,1,0.22
4188,1,0.26
7652,1,0.41
10010,0,0.56
10534,1,0.27
120,1,0.14
6565,0,0.43
6947,1,0.26
5893,1,0.54
4424,1,0.34
3800,1,0.24
6529,1,0.21
6812,1,0.11
5513,1,0.3
7126,0,0.18
8111,1,0.57
11096,1,0.09
4981,1,0.51
1161,1,0.31
229,1,0.23
2682,1,0.54
1866,1,0.27
10215,1,1.0
5910,1,0.54
9447,1,0.18
3138,1,0.0
1450,0,0.4
8927,1,0.46
248,0,0.3
9825,1,0.3
4297,0,0.19
7970,1,0.43
11958,1,0.0
504,1,0.27
11264,1,0.38
5807,1,0.54
4824,1,0.18
7632,1,0.4
2899,1,0.3
4216,1,0.36
10069,1,0.45
8949,0,0.16
3019,1,0.37
10381,1,0.53
4452,0,0.39
10078,1,0.42
9968,1,0.42
11872,1,0.29
4728,1,0.27
6208,1,0.0
11635,0,0.3
2458,1,0.4
5172,1,0.44
7751,1,0.39
9144,1,0.38
4382,1,0.3
7804,1,0.23
3454,1,0.29
222,0,0.57
1394,1,0.31
8219,1,0.07
591,1,0.4
5574,1,0.29
3949,1,0.17
6312,1,0.21
10048,1,0.21
1190,1,0.43
3201,1,0.41
11737,1,0.48
7912,1,0.29
7394,1,0.4
9564,1,0.47
1276,1,0.32
7615,1,0.51
2340,1,0.52
11696,1,0.0
3875,0,1.0
5788,1,0.47
8782,1,0.32
8263,1,0.16
324,1,0.32
