id,llm_correct,assessor_correct
10034,0,1.0
11622,0,0.02
2396,0,0.1
11586,0,0.35
3349,0,0.08
3328,0,0.4
1228,0,0.43
7643,0,0.16
1434,0,0.06
8726,1,0.41
10365,0,1.0
5615,0,0.1
8161,0,0.19
10748,0,0.04
9478,0,0.15
3811,0,0.32
11524,0,0.18
8849,0,1.0
2631,0,0.32
2878,0,0.08
6041,0,0.12
3564,1,0.35
8530,0,0.1
7276,0,0.51
6650,0,0.06
1503,0,0.05
8939,0,0.78
6091,1,0.13
3406,0,0.08
5577,1,0.47
2628,0,0.18
6488,0,0.12
6327,0,0.64
5522,0,0.09
8737,0,0.01
9692,1,0.39
321,0,0.02
7641,1,0.29
10049,0,0.09
9306,0,0.2
7030,0,0.1
4859,1,0.12
7920,1,0.38
2672,1,0.37
2546,0,0.21
6168,0,0.01
11866,1,0.33
7599,0,0.13
3974,0,0.12
10646,1,0.37
536,1,0.41
4447,1,0.37
10566,0,0.07
4092,0,1.0
3120,0,0.22
11435,0,0.03
3573,1,0.04
2200,0,0.07
10817,0,0.17
1388,0,0.28
3812,1,0.46
7324,0,0.02
3695,1,0.28
1983,1,0.28
16,0,0.44
3829,1,0.33
4070,0,1.0
2571,0,0.62
978,0,0.26
1941,0,0.11
11220,0,0.39
2299,0,0.08
5580,0,0.34
2402,0,0.08
2053,0,0.2
1808,0,0.3
2707,0,0.46
9499,0,1.0
5935,0,0.4
2047,0,0.1
4068,0,1.0
3322,0,0.26
9991,0,0.21
1143,1,0.17
10843,1,0.44
2760,1,0.15
2854,0,0.15
1519,0,0.81
4951,0,0.08
9023,0,1.0
11913,0,0.47
6886,0,0.02
343,0,0.44
10216,0,0.05
776,1,0.3
7743,0,0.08
5798,0,0.0
412,1,0.52
5226,1,0.33
7399,0,0.03
322,1,0.29
3218,1,0.35
2636,0,0.02
6171,0,0.09
2193,0,0.24
2427,0,0.04
6059,1,0.36
5573,0,0.15
10507,1,0.56
3373,1,0.29
8690,0,0.21
399,0,0.15
8528,0,0.03
7212,0,0.01
4318,0,0.22
4002,0,0.13
2292,0,0.01
2894,0,0.31
3760,0,0.13
8348,0,0.35
6675,1,0.25
2260,0,0.34
9586,1,0.43
11493,1,0.33
11654,0,0.18
4568,0,0.61
825,1,0.75
3335,0,0.15
4086,0,1.0
2216,0,1.0
7686,0,0.04
11171,0,0.23
9530,1,0.46
11042,0,0.0
1025,0,0.31
7019,0,0.27
6634,0,0.16
4062,0,1.0
8116,0,0.13
11574,1,0.27
6392,0,0.37
8830,0,0.05
457,1,0.42
3674,1,0.42
4354,0,1.0
10039,0,0.3
6866,1,0.24
3610,0,0.1
8399,0,0.09
4228,0,0.19
3768,0,0.46
3582,0,1.0
3958,0,0.42
2565,0,0.05
2715,0,1.0
9817,1,0.36
7421,0,0.5
7242,1,0.63
7224,0,0.04
2882,1,0.51
11014,0,0.11
7265,0,0.01
9132,0,0.18
1893,0,0.17
10901,0,0.04
5710,0,0.34
5323,1,0.25
1201,0,0.2
3187,0,0.28
4553,1,0.34
4522,1,0.43
2778,1,0.54
7046,0,0.11
9011,0,0.41
579,1,0.54
52,0,0.13
4268,0,0.37
3980,0,0.3
11058,0,0.06
8310,0,0.11
3354,0,0.23
5210,1,0.43
4113,0,1.0
11496,0,0.19
7390,0,0.15
9672,0,0.33
6630,1,0.07
6578,1,0.5
2116,0,0.12
11505,0,0.13
4412,0,0.26
1152,1,0.28
5700,1,0.22
1608,0,0.51
4420,0,1.0
11039,0,0.21
9947,0,0.61
10400,0,1.0
4283,0,0.08
11759,1,0.29
7735,0,0.06
11937,0,0.13
2725,1,0.56
5533,0,0.15
6870,1,0.3
10634,0,0.1
4226,0,1.0
9026,0,0.06
7373,0,0.03
1068,0,0.12
2837,1,0.23
10506,0,0.09
11475,0,0.01
7451,1,0.42
4178,0,0.11
11530,0,0.36
3382,0,0.57
5729,0,0.16
6938,0,0.32
5262,0,0.2
3163,0,1.0
8460,0,0.09
9689,1,0.55
11006,1,0.43
9242,0,0.08
5174,0,1.0
1502,0,0.06
2501,0,0.04
378,1,0.24
6835,0,0.24
9835,1,0.22
1462,1,0.47
9429,0,1.0
11464,0,0.2
3395,0,0.22
9913,0,0.25
6089,1,0.18
8828,0,0.13
1729,0,0.57
5848,0,0.04
3734,0,0.67
7915,0,0.31
4979,0,0.11
5839,0,0.05
2783,0,0.1
10318,0,0.06
3480,0,1.0
5675,0,0.03
8093,1,0.4
2513,0,0.19
10156,0,0.35
4935,0,0.06
4494,0,0.1
11868,0,0.1
185,0,0.15
3754,0,0.26
10284,0,0.17
1028,0,0.36
6345,0,0.16
856,0,0.43
151,0,0.03
11322,1,0.51
10472,0,0.7
1714,0,0.26
9106,0,0.28
8980,0,0.15
8390,0,0.15
1079,0,0.44
6139,0,0.02
5505,0,0.23
8412,0,0.08
6438,0,0.07
11549,1,0.56
7217,0,1.0
7516,0,0.24
7488,1,0.24
1958,0,0.03
9117,0,0.32
7623,0,0.41
11240,0,0.17
834,0,0.31
9008,1,0.51
7656,0,0.09
6417,0,0.09
1935,1,0.51
10660,1,0.28
11594,1,0.11
10779,1,0.32
809,1,0.16
9388,0,0.16
158,0,0.11
149,0,0.38
7522,1,0.0
4260,0,0.39
8573,0,0.08
4158,0,1.0
10709,0,0.09
2247,0,0.19
4497,1,0.39
9518,1,0.54
10615,0,0.14
3432,0,0.06
1269,1,0.49
8214,0,0.03
3484,0,0.41
10040,0,1.0
1914,0,0.11
4275,1,0.0
7259,0,0.13
6136,1,0.5
1988,0,0.2
5041,1,0.25
1404,0,0.11
8795,1,0.58
8451,1,0.27
4693,0,0.48
10164,0,0.15
4469,0,0.09
7471,0,0.03
11127,0,0.35
2919,0,0.04
618,0,0.27
598,1,0.3
6639,1,0.08
4024,0,0.31
2579,0,0.46
10551,0,0.18
7654,1,0.11
5487,0,0.12
10653,1,0.34
3618,0,0.05
2955,0,0.16
3048,0,0.28
4801,1,0.12
4590,0,0.11
2784,1,0.2
11991,1,0.39
7742,1,0.34
592,1,0.38
11062,1,0.28
6017,1,0.4
2106,1,0.24
5920,0,0.1
9476,0,0.3
11741,0,0.07
63,0,0.06
4551,1,0.24
10974,0,0.15
251,0,0.41
6301,0,0.25
7504,0,0.23
7054,0,0.14
7780,0,0.17
10584,0,0.28
5671,1,0.46
7151,0,0.23
8872,1,0.3
485,1,0.31
2587,0,0.18
5080,1,0.46
9750,0,0.06
6177,0,0.0
7775,0,0.04
5885,1,0.16
8911,0,0.17
10676,0,0.0
2112,0,0.14
1357,0,0.24
8547,0,0.15
3953,0,0.41
9971,0,0.07
1252,1,0.34
6531,0,0.21
6114,0,0.17
1516,1,0.28
1884,0,0.17
3572,1,0.0
10818,0,0.07
6918,0,0.01
9066,0,0.19
6949,0,0.19
9630,0,0.14
5365,1,0.33
5766,1,0.22
10224,0,0.18
8622,1,0.4
9834,1,0.34
162,0,0.36
7580,0,0.19
3415,1,0.57
637,0,0.18
853,0,0.26
5654,1,0.18
4587,0,0.43
8636,1,0.37
1095,1,0.24
6611,1,0.46
2032,0,1.0
11861,0,0.29
9445,0,0.07
7506,1,0.0
6323,0,0.47
6979,0,0.02
10724,0,0.01
8247,0,0.0
3716,1,0.27
8874,1,0.41
6287,0,0.25
6551,1,0.49
6572,0,0.09
8366,0,0.17
5164,0,0.03
3446,0,0.22
1600,0,0.27
2914,0,0.6
5939,0,0.04
1624,0,0.73
11339,0,0.05
6242,0,0.43
5738,0,0.16
4141,0,0.15
1805,1,0.26
6954,0,0.1
9548,0,0.03
1363,0,0.05
7681,0,0.04
9467,0,0.36
10708,0,0.04
1544,0,0.08
6935,0,0.03
10461,0,0.09
10285,1,0.35
4662,0,0.57
8934,1,0.36
9169,0,1.0
3766,0,0.31
10580,0,0.06
10850,1,0.17
2148,1,0.0
983,1,0.32
8841,0,0.37
11440,0,0.27
3934,1,0.49
3356,0,0.41
9124,0,0.11
4256,0,0.19
9482,0,0.04
4897,0,0.12
325,1,0.22
9039,0,0.22
239,0,0.12
4405,1,0.47
10874,1,0.26
2864,0,0.2
9880,0,0.15
3591,1,0.48
2042,1,0.17
7363,0,0.18
7571,0,0.01
11200,0,0.25
9047,1,0.73
10080,0,0.31
7043,0,0.62
9579,0,0.08
9785,0,0.06
6099,0,0.19
1722,0,0.44
9985,1,0.44
10951,0,0.17
8004,1,0.32
3206,0,0.16
7600,0,0.08
11282,1,0.3
11116,0,0.15
11406,0,0.24
1548,0,0.63
10394,0,0.08
7497,0,0.3
11232,0,0.35
7153,0,0.05
7701,0,0.11
1966,0,0.07
5658,0,0.06
5612,0,0.1
8089,0,0.13
3541,1,0.32
5275,0,0.02
11979,0,0.34
7567,1,0.17
11926,0,0.24
3433,0,0.02
10943,0,0.13
3916,0,0.19
11735,0,0.31
1942,0,0.46
9369,0,0.08
787,0,0.28
11354,0,0.11
9919,1,0.04
4223,1,0.56
3769,1,0.49
7266,0,0.03
9705,1,0.5
7619,0,0.27
10024,1,0.0
4346,0,0.16
6084,0,0.67
4212,0,0.29
769,1,0.24
47,1,0.56
5872,0,0.03
4937,0,0.11
2080,0,0.03
8504,0,0.4
8020,0,0.09
5909,0,0.27
3288,1,0.06
3278,0,0.19
9400,0,0.32
5930,0,0.05
7570,0,0.08
2061,0,0.13
7631,1,0.41
10548,1,0.54
6721,0,0.09
5763,0,0.06
4527,1,0.0
2929,0,0.3
4864,0,0.1
2002,0,0.23
9623,0,0.22
2570,0,0.29
9591,1,0.26
9599,0,0.05
3346,0,0.11
10582,0,0.03
9937,0,0.52
6755,0,0.06
9001,0,0.34
1153,0,0.52
9730,1,0.4
7700,1,0.61
852,0,0.37
5030,0,0.2
3263,0,0.25
1156,0,0.25
7703,0,1.0
1244,0,0.44
355,0,0.03
11841,0,0.06
136,1,0.34
640,1,0.0
3796,1,0.36
2122,0,0.04
4526,0,0.16
4338,0,1.0
3874,0,0.06
10994,0,0.06
9345,1,0.29
363,0,0.14
674,1,0.41
7628,1,0.23
5336,1,0.23
2153,0,0.05
1003,0,0.43
1894,0,0.03
926,0,0.1
10527,0,0.2
4833,0,0.3
11627,0,0.29
10219,0,0.05
7268,0,0.11
10795,0,0.12
9448,0,0.06
6371,0,0.02
5552,1,0.63
9419,0,0.07
4684,1,0.33
801,1,0.33
5942,0,0.05
10985,0,1.0
422,0,0.23
1459,0,0.09
4250,1,0.41
6339,1,0.12
9792,1,0.41
2215,0,0.45
10067,0,0.17
1047,0,0.59
1508,1,0.4
6714,0,1.0
11645,0,0.34
9280,0,0.43
5918,0,0.02
11613,0,0.09
4722,0,0.12
9135,0,0.12
2333,0,0.34
3409,0,0.14
3507,1,0.55
8110,1,0.39
3548,0,0.44
8180,0,0.06
5387,0,0.21
4404,0,1.0
9787,1,0.49
9496,0,0.43
9810,1,0.7
8097,0,0.18
25,0,0.53
8846,0,0.24
8533,0,0.18
9699,1,0.35
6203,0,0.24
8738,1,0.39
10392,1,0.43
8521,0,0.02
7690,0,0.15
6283,0,0.47
8104,0,0.09
1215,1,0.14
6047,0,0.44
7989,0,0.02
1140,0,0.3
7360,0,0.07
8449,0,0.01
10529,0,0.13
5414,0,0.43
714,1,0.37
11812,0,0.31
2135,1,0.0
948,0,0.42
5023,0,0.18
805,1,0.27
7977,0,0.07
2206,0,1.0
3402,0,0.38
2284,1,0.15
11717,1,0.21
4025,0,0.1
8023,1,0.3
6874,0,0.16
10147,0,0.31
6394,0,0.67
1421,1,0.26
612,0,0.18
6713,1,0.45
9061,0,0.16
2840,0,0.39
2317,0,0.04
1350,1,0.18
8981,0,0.3
4599,1,0.29
221,0,0.26
5442,0,0.18
10068,0,0.35
5397,0,0.4
9675,1,0.29
3880,0,0.26
1965,0,0.02
7020,0,0.45
8524,0,0.1
890,0,0.53
11862,0,0.35
446,0,0.58
379,0,0.22
9016,0,0.11
7936,0,0.19
4880,1,0.29
724,1,0.0
6196,0,0.13
3585,1,0.35
11414,0,0.23
5610,1,0.31
10554,0,0.2
2155,0,0.02
224,0,0.14
10770,0,0.04
3185,1,0.38
171,0,0.29
7618,1,0.52
126,0,0.06
4473,0,0.18
6037,0,0.67
8462,0,0.33
1266,0,0.22
10060,0,0.2
8382,0,0.18
6374,1,0.42
10019,0,0.32
8609,0,0.03
6583,1,0.1
10264,0,0.29
5036,0,0.07
11738,0,0.22
5768,1,0.18
746,1,0.62
5948,0,0.94
7362,0,0.22
8187,0,0.16
2781,0,0.28
2443,0,0.37
3748,1,0.55
6246,0,0.16
7905,0,0.03
6433,0,0.12
4230,0,0.2
4310,0,0.3
2891,0,0.78
11970,0,0.25
5592,1,0.24
450,0,0.42
2382,0,0.38
1577,0,0.22
7273,0,1.0
2871,0,0.42
8207,0,0.04
2634,1,0.15
11032,1,0.13
10588,1,0.7
6858,0,0.05
7255,0,0.04
10426,0,0.33
9601,0,0.33
7428,0,0.19
4617,0,0.34
5712,0,0.11
9337,0,0.29
4799,0,0.52
11336,0,0.4
10291,0,0.19
9089,0,0.13
8244,0,0.04
4235,1,0.3
11852,0,0.12
7121,0,0.22
6514,0,0.47
54,0,0.6
9195,0,0.19
367,1,0.24
9948,0,0.48
5517,0,0.07
1377,0,0.5
3440,1,0.31
4630,0,0.18
5666,0,0.23
4106,0,0.05
5536,0,0.19
11542,1,0.56
166,1,0.71
8456,0,0.05
8615,0,0.05
4889,1,0.27
10464,0,0.14
1192,1,0.31
9112,0,0.02
1132,0,0.37
4907,0,0.59
5598,1,0.19
2404,0,0.24
5380,1,0.48
9964,0,0.16
740,1,0.2
4285,0,0.13
3959,0,0.06
1116,1,0.18
8683,0,1.0
1710,1,0.25
1732,0,0.33
6113,0,0.06
7733,1,0.0
8819,0,0.09
6948,0,0.15
8784,0,0.02
11621,0,0.19
11660,0,0.09
11495,0,0.11
4731,0,0.09
5733,0,0.14
5294,0,0.09
8549,0,0.04
3178,0,0.05
11859,0,0.22
9691,1,0.39
1892,0,0.43
2338,0,0.4
10342,0,0.11
2107,0,0.42
1012,1,0.57
5317,0,0.08
11593,1,0.46
698,1,0.39
7163,0,1.0
7693,1,0.31
3114,0,0.12
260,0,0.51
11236,0,0.03
2751,0,0.12
10062,0,0.28
12001,0,0.07
8294,0,0.0
1281,0,0.4
10778,1,0.33
8494,0,0.23
1978,0,0.11
1758,0,0.12
10200,0,0.2
515,0,0.25
4631,1,0.64
8251,0,0.11
10688,0,0.13
10249,1,0.48
11583,0,0.14
262,0,0.22
8306,0,0.22
10803,1,0.53
3087,0,0.31
3921,0,0.14
7576,0,0.16
5371,0,0.26
1922,1,0.38
11664,0,0.09
7159,0,0.13
5633,1,0.5
10840,0,0.14
9327,0,0.08
6648,0,0.1
8224,0,0.08
9082,0,0.09
4103,0,0.27
7227,1,0.19
8877,0,0.2
1656,0,0.17
4376,0,0.12
6325,1,0.16
8969,0,0.09
6809,1,0.48
2442,0,1.0
1162,0,0.46
5220,0,0.43
3512,0,0.08
1129,0,0.29
2910,0,0.6
2390,0,0.12
7256,0,0.25
1800,0,0.36
2541,0,0.53
5281,0,0.03
6365,1,0.28
9624,0,0.26
1160,0,0.25
875,0,0.36
6108,0,0.16
9924,0,0.27
11550,0,0.17
2485,0,0.23
10620,1,0.32
7146,0,0.13
6071,1,0.12
3116,0,0.32
1840,0,1.0
3922,1,0.0
8914,0,0.25
4741,1,0.2
2006,0,0.25
2316,0,0.03
9113,1,0.51
11783,1,0.41
7874,1,0.48
4261,0,0.23
7423,0,1.0
10303,0,0.2
3733,0,0.01
7966,0,0.13
1227,1,0.44
6590,0,0.24
2393,1,0.0
6046,0,0.14
7123,0,0.28
3747,1,0.43
8826,1,0.43
2270,0,0.27
6125,1,0.43
10972,1,0.25
7304,1,0.42
8587,0,0.08
4881,1,0.18
6384,0,0.47
1087,0,0.72
4372,0,0.07
6119,0,0.23
2063,0,0.47
3612,1,0.59
2511,0,0.22
7595,0,0.03
10427,1,0.39
10578,1,0.37
5290,0,0.02
577,0,0.32
11679,0,0.09
10333,1,0.3
3730,1,0.23
5314,0,0.03
3425,0,0.14
9927,0,0.39
2289,0,0.02
7895,0,0.1
1465,0,0.41
2640,0,1.0
10954,0,0.05
9266,0,0.34
2965,0,0.03
3538,0,0.22
3735,0,0.56
7337,0,0.43
9857,1,0.35
3794,0,0.14
7401,1,0.37
5771,0,0.09
9427,0,0.24
8724,1,0.19
3265,1,0.47
10754,1,0.22
3656,1,0.46
4102,1,0.42
4457,0,0.1
2315,0,0.13
11172,0,0.35
9952,0,0.27
7133,0,0.08
9084,0,0.38
4841,0,1.0
11719,1,0.18
8171,0,0.17
541,1,0.35
5198,1,0.4
3359,0,1.0
5035,1,0.38
6373,0,0.44
5099,0,0.4
2261,0,0.1
10713,1,0.49
11425,0,0.15
10842,1,0.38
3691,0,0.28
2343,0,0.17
9174,0,0.1
723,1,0.39
6484,0,0.18
4953,0,0.44
6368,0,0.04
6122,0,0.01
350,1,0.34
3801,0,1.0
5073,0,0.01
3125,0,1.0
7410,1,0.0
9471,0,0.23
8118,0,0.02
1601,0,0.36
11154,0,0.5
9878,0,0.19
11201,0,0.27
86,0,0.24
9136,0,0.21
6635,0,0.19
7639,0,0.34
9494,1,0.44
2502,0,0.16
11820,0,0.35
1938,0,0.2
4554,0,1.0
2021,0,0.39
1929,0,0.16
4909,1,0.36
3314,1,0.18
3639,1,0.22
10982,0,0.14
11632,0,0.25
6079,1,0.0
1588,0,0.62
456,0,0.2
788,1,0.2
2973,0,1.0
7282,0,0.31
816,1,0.49
6863,1,0.23
8380,0,0.3
539,1,0.37
9305,0,0.13
2181,0,0.16
1323,1,0.16
3746,1,0.21
8300,0,0.13
11279,0,0.18
806,1,0.35
11483,1,0.0
5684,0,0.18
10091,0,0.41
10221,0,0.17
7432,1,0.13
2286,0,0.07
1078,0,0.2
6512,1,0.1
8075,0,0.49
770,0,0.63
5359,0,0.11
2154,0,1.0
7032,0,0.37
8974,0,0.07
11129,0,0.32
9688,1,0.41
2363,0,0.05
5829,0,0.27
10275,1,0.32
3991,0,1.0
6658,0,0.26
8955,1,0.54
11924,0,0.06
11383,1,0.46
7960,0,0.14
8058,0,0.41
1554,1,0.4
4064,1,0.43
5305,0,0.21
9031,0,0.14
8538,0,0.08
884,0,0.52
123,0,0.09
5439,0,0.37
6244,0,0.32
6672,1,0.32
10059,0,0.05
7824,1,0.45
4718,0,0.5
9006,1,0.0
2406,0,0.13
5507,0,0.19
9560,0,0.22
5879,0,0.37
8881,1,0.0
861,1,0.2
2123,0,0.03
10594,1,0.67
2130,1,0.39
11823,0,0.06
11358,0,0.27
295,0,0.23
3049,0,0.51
11046,0,0.39
11053,0,0.04
9789,0,0.04
2327,0,1.0
6594,0,0.43
498,0,0.2
1288,1,0.24
8064,0,0.29
3177,0,0.1
5249,0,0.11
6500,1,0.15
6058,0,0.23
5961,0,0.28
6366,0,0.09
483,1,0.32
6509,0,0.37
6556,1,0.58
2004,0,0.1
12006,0,0.58
7278,0,0.11
2552,1,0.28
319,0,0.3
8342,0,0.03
10486,1,0.56
10781,1,0.47
2414,0,0.04
5096,0,0.16
4023,1,0.0
8611,0,0.26
6135,0,0.07
4681,0,0.18
11352,0,0.11
4156,1,0.48
5570,0,0.25
5691,0,0.18
11552,0,0.1
7420,0,0.35
1766,0,0.42
3855,1,0.0
11794,0,0.08
2904,0,0.19
11766,0,0.09
9484,0,0.2
9196,1,0.4
8815,0,0.35
6361,1,0.18
4537,0,0.23
4243,1,0.25
11338,0,0.23
9771,0,0.17
10057,0,0.12
1915,0,0.02
8372,0,0.1
7809,0,0.36
11577,0,0.38
11646,0,0.27
8195,0,0.22
3687,0,0.1
5032,0,0.17
6990,0,0.12
899,1,0.4
10327,1,0.57
7141,0,0.09
7741,1,0.61
12005,0,0.26
5191,0,0.2
552,0,0.06
9745,0,0.02
7782,0,0.05
11217,0,0.2
8790,0,0.26
2132,0,0.05
8282,0,0.09
4055,0,0.11
9661,0,0.24
2750,0,0.1
4436,1,0.39
4388,1,0.37
6215,0,0.22
11988,0,1.0
11911,1,0.45
8209,0,0.12
2892,0,0.18
4502,0,0.24
4519,0,0.17
8642,0,0.02
5468,0,0.15
6840,1,0.35
11973,1,0.3
1920,0,0.03
3321,1,0.42
9285,1,0.43
6875,0,0.04
4132,0,0.09
7812,0,0.13
2380,0,0.15
7866,0,0.0
1716,1,0.51
8324,0,0.12
3357,0,1.0
9446,1,0.37
11792,0,0.14
7669,0,0.05
9644,0,0.15
792,0,0.09
9850,1,0.47
10599,1,0.42
10456,1,0.37
7976,0,0.24
7574,0,0.03
1105,0,0.39
4796,1,0.3
5569,0,0.05
6457,1,0.89
3319,1,0.19
5880,0,0.78
10723,0,0.09
9102,0,0.15
9932,0,0.49
5529,0,0.2
6728,1,0.42
2651,1,0.25
5563,0,0.58
7094,0,0.2
3847,1,0.4
397,0,0.27
6420,0,0.02
6936,0,0.19
9628,1,0.53
9629,0,0.15
6579,1,0.37
10902,0,0.02
3390,1,0.0
7698,1,0.3
3969,0,0.21
3498,1,0.0
11786,0,0.12
4992,0,1.0
1509,0,0.19
9637,0,0.38
8088,1,0.31
3216,1,0.36
3333,1,0.39
10705,0,0.15
6277,0,0.46
2459,0,0.1
5674,0,0.16
10377,0,0.38
6798,1,0.5
9992,0,0.43
8536,0,0.15
3317,0,0.22
4855,0,0.24
9330,0,0.21
5683,1,0.31
3271,0,0.45
9021,0,0.17
11643,0,0.34
1492,1,0.32
6653,0,0.08
7554,0,0.11
3930,0,0.13
9755,1,0.44
11896,0,0.43
4136,0,0.1
5381,0,0.29
6138,0,0.15
2084,0,1.0
7418,1,0.2
3024,0,1.0
5203,0,0.44
11280,1,0.45
7169,0,0.83
2143,0,0.19
11648,0,0.42
296,1,0.42
6302,1,0.15
5316,0,0.25
3155,0,0.29
9841,0,0.17
4955,1,0.53
8204,0,0.19
7793,0,0.26
4188,1,0.32
7652,0,0.07
10010,1,0.57
10534,0,0.25
120,0,0.27
6565,1,0.47
6947,0,0.16
5893,0,0.18
4424,0,0.68
3800,0,0.05
6529,0,0.19
6812,1,0.22
5513,0,0.3
7126,0,0.09
8111,0,0.13
11096,0,0.23
4981,1,0.38
1161,1,0.42
229,0,0.32
2682,0,0.71
1866,1,0.21
10215,0,0.09
5910,0,0.12
9447,1,0.31
3138,0,1.0
1450,0,0.51
8927,0,0.04
248,1,0.29
9825,0,0.16
4297,0,0.34
7970,0,0.1
11958,0,1.0
504,1,0.45
11264,0,0.24
5807,0,0.13
4824,0,0.03
7632,0,0.08
2899,0,0.75
4216,0,0.19
10069,0,0.07
8949,0,0.08
3019,0,0.26
10381,1,0.5
4452,0,0.29
10078,0,0.23
9968,0,0.21
11872,0,0.24
4728,1,0.22
6208,0,1.0
11635,1,0.44
2458,0,0.12
5172,0,0.54
7751,0,0.54
9144,1,0.23
4382,1,0.28
7804,1,0.32
3454,0,0.15
222,0,0.03
1394,0,0.09
8219,1,0.28
591,1,0.34
5574,1,0.31
3949,1,0.26
6312,1,0.44
10048,0,0.39
1190,1,0.32
3201,0,0.26
11737,1,0.57
7912,0,0.17
7394,1,0.33
9564,1,0.36
1276,0,0.21
7615,1,0.56
2340,0,0.05
11696,0,1.0
3875,0,1.0
5788,0,0.11
8782,1,0.17
8263,0,0.21
324,1,0.35
