id,subset,llm_correct,assessor_correct
266,math_algebra_hard,0,0.09
140,math_algebra_hard,0,0.03
212,math_algebra_hard,0,0.29
154,math_algebra_hard,0,0.01
221,math_algebra_hard,0,0.06
18,math_algebra_hard,0,1.0
149,math_algebra_hard,0,0.1
158,math_algebra_hard,0,0.02
15,math_algebra_hard,0,0.03
98,math_algebra_hard,0,0.0
118,math_algebra_hard,0,0.08
238,math_algebra_hard,0,0.1
281,math_algebra_hard,0,0.05
183,math_algebra_hard,0,0.0
59,math_algebra_hard,0,0.12
219,math_algebra_hard,0,0.01
298,math_algebra_hard,0,0.03
202,math_algebra_hard,0,0.05
1,math_algebra_hard,0,0.21
294,math_algebra_hard,0,0.05
22,math_algebra_hard,0,0.09
143,math_algebra_hard,0,0.05
119,math_algebra_hard,0,0.03
269,math_algebra_hard,0,0.11
198,math_algebra_hard,0,0.0
90,math_algebra_hard,0,0.02
40,math_algebra_hard,0,0.07
166,math_algebra_hard,0,0.14
21,math_algebra_hard,0,0.02
155,math_algebra_hard,0,0.0
82,math_algebra_hard,0,0.37
252,math_algebra_hard,0,0.08
282,math_algebra_hard,0,0.0
84,math_algebra_hard,0,0.0
92,math_algebra_hard,0,0.03
287,math_algebra_hard,0,0.04
215,math_algebra_hard,0,1.0
144,math_algebra_hard,0,0.06
167,math_algebra_hard,0,0.03
128,math_algebra_hard,0,0.05
96,math_algebra_hard,0,0.13
251,math_algebra_hard,0,0.04
48,math_algebra_hard,0,0.01
89,math_algebra_hard,0,0.17
236,math_algebra_hard,0,0.09
227,math_algebra_hard,0,0.44
76,math_algebra_hard,0,0.19
200,math_algebra_hard,0,0.02
214,math_algebra_hard,0,0.14
26,math_algebra_hard,0,0.05
28,math_algebra_hard,0,0.04
228,math_algebra_hard,0,0.09
193,math_algebra_hard,0,0.16
79,math_algebra_hard,0,0.02
194,math_algebra_hard,0,0.01
86,math_algebra_hard,0,0.09
61,math_algebra_hard,0,0.02
277,math_algebra_hard,0,0.04
220,math_algebra_hard,0,0.05
101,math_algebra_hard,0,1.0
45,math_algebra_hard,0,0.39
37,math_algebra_hard,0,0.05
225,math_algebra_hard,0,0.07
199,math_algebra_hard,0,0.01
272,math_algebra_hard,0,0.0
168,math_algebra_hard,0,0.0
264,math_algebra_hard,0,0.05
172,math_algebra_hard,0,0.06
255,math_algebra_hard,0,0.05
186,math_algebra_hard,0,0.07
19,math_algebra_hard,0,0.07
291,math_algebra_hard,0,0.0
104,math_algebra_hard,0,0.02
108,math_algebra_hard,0,0.05
132,math_algebra_hard,0,0.02
117,math_counting_and_prob_hard,0,0.05
100,math_counting_and_prob_hard,0,0.38
53,math_counting_and_prob_hard,0,0.07
70,math_counting_and_prob_hard,0,0.07
103,math_counting_and_prob_hard,0,0.08
108,math_counting_and_prob_hard,0,0.05
71,math_counting_and_prob_hard,0,0.54
46,math_counting_and_prob_hard,0,0.26
19,math_counting_and_prob_hard,0,0.09
85,math_counting_and_prob_hard,0,0.01
7,math_counting_and_prob_hard,0,0.11
116,math_counting_and_prob_hard,0,0.15
52,math_counting_and_prob_hard,0,0.07
89,math_counting_and_prob_hard,0,0.16
15,math_counting_and_prob_hard,0,0.1
5,math_counting_and_prob_hard,0,0.11
13,math_counting_and_prob_hard,0,0.12
122,math_counting_and_prob_hard,0,0.26
97,math_counting_and_prob_hard,0,0.09
113,math_counting_and_prob_hard,0,0.23
50,math_counting_and_prob_hard,0,0.29
20,math_counting_and_prob_hard,0,0.0
24,math_counting_and_prob_hard,0,0.19
3,math_counting_and_prob_hard,0,0.04
12,math_counting_and_prob_hard,0,0.25
84,math_counting_and_prob_hard,0,0.36
101,math_counting_and_prob_hard,0,0.05
86,math_counting_and_prob_hard,0,0.08
67,math_counting_and_prob_hard,0,0.63
72,math_counting_and_prob_hard,0,0.04
30,math_counting_and_prob_hard,0,0.15
21,math_counting_and_prob_hard,0,0.35
109,math_counting_and_prob_hard,0,0.62
81,math_counting_and_prob_hard,0,0.11
33,math_counting_and_prob_hard,0,0.03
60,math_counting_and_prob_hard,0,0.1
119,math_counting_and_prob_hard,0,0.06
4,math_counting_and_prob_hard,0,0.07
65,math_counting_and_prob_hard,0,0.0
31,math_counting_and_prob_hard,0,0.03
106,math_counting_and_prob_hard,0,0.08
51,math_counting_and_prob_hard,0,0.45
94,math_counting_and_prob_hard,0,0.08
115,math_counting_and_prob_hard,0,0.19
80,math_counting_and_prob_hard,0,0.36
61,math_counting_and_prob_hard,0,0.26
2,math_counting_and_prob_hard,0,0.07
35,math_counting_and_prob_hard,0,0.11
34,math_counting_and_prob_hard,0,0.43
104,math_counting_and_prob_hard,0,0.06
25,math_counting_and_prob_hard,0,0.17
40,math_counting_and_prob_hard,0,0.18
73,math_counting_and_prob_hard,0,0.43
79,math_counting_and_prob_hard,0,0.03
66,math_counting_and_prob_hard,0,0.1
95,math_counting_and_prob_hard,0,0.02
49,math_counting_and_prob_hard,0,0.02
54,math_counting_and_prob_hard,0,0.19
99,math_counting_and_prob_hard,0,0.11
18,math_counting_and_prob_hard,0,0.05
78,math_counting_and_prob_hard,0,0.11
41,math_counting_and_prob_hard,0,0.15
107,math_counting_and_prob_hard,0,0.0
23,math_counting_and_prob_hard,0,0.02
44,math_counting_and_prob_hard,0,0.13
87,math_counting_and_prob_hard,0,0.02
10,math_counting_and_prob_hard,0,0.18
27,math_counting_and_prob_hard,0,0.09
63,math_counting_and_prob_hard,0,0.07
59,math_counting_and_prob_hard,0,0.05
45,math_counting_and_prob_hard,0,0.09
110,math_counting_and_prob_hard,0,0.36
38,math_counting_and_prob_hard,0,0.05
68,math_counting_and_prob_hard,0,0.11
22,math_counting_and_prob_hard,0,0.07
74,math_counting_and_prob_hard,0,0.36
102,math_counting_and_prob_hard,0,0.58
8,math_counting_and_prob_hard,0,0.03
14,math_counting_and_prob_hard,0,0.24
6,math_counting_and_prob_hard,0,0.49
62,math_counting_and_prob_hard,0,0.12
55,math_counting_and_prob_hard,0,0.19
11,math_counting_and_prob_hard,0,0.14
88,math_counting_and_prob_hard,0,0.17
118,math_counting_and_prob_hard,0,0.05
48,math_counting_and_prob_hard,0,0.13
105,math_counting_and_prob_hard,0,0.06
121,math_counting_and_prob_hard,0,0.04
1,math_counting_and_prob_hard,0,0.11
77,math_counting_and_prob_hard,0,0.07
92,math_counting_and_prob_hard,0,0.47
120,math_counting_and_prob_hard,0,0.03
112,math_counting_and_prob_hard,0,0.06
75,math_counting_and_prob_hard,0,0.14
29,math_counting_and_prob_hard,0,0.04
17,math_counting_and_prob_hard,0,0.69
64,math_counting_and_prob_hard,0,0.05
111,math_counting_and_prob_hard,0,0.12
120,math_geometry_hard,0,0.09
70,math_geometry_hard,0,0.06
123,math_geometry_hard,0,0.19
47,math_geometry_hard,0,0.03
79,math_geometry_hard,0,1.0
25,math_geometry_hard,0,0.18
9,math_geometry_hard,0,0.38
115,math_geometry_hard,0,0.06
46,math_geometry_hard,0,0.07
65,math_geometry_hard,0,0.03
117,math_geometry_hard,0,0.0
97,math_geometry_hard,0,0.02
124,math_geometry_hard,0,0.04
52,math_geometry_hard,0,0.57
108,math_geometry_hard,0,0.05
112,math_geometry_hard,0,0.54
5,math_geometry_hard,0,0.09
13,math_geometry_hard,0,0.62
7,math_geometry_hard,0,0.1
107,math_geometry_hard,0,0.26
125,math_geometry_hard,0,0.03
50,math_geometry_hard,0,0.13
20,math_geometry_hard,0,0.1
24,math_geometry_hard,0,0.01
102,math_geometry_hard,0,0.03
63,math_geometry_hard,0,0.18
12,math_geometry_hard,0,0.03
84,math_geometry_hard,0,0.18
41,math_geometry_hard,0,0.05
86,math_geometry_hard,0,0.19
81,math_geometry_hard,0,0.03
72,math_geometry_hard,0,0.41
30,math_geometry_hard,0,0.09
21,math_geometry_hard,0,0.05
89,math_geometry_hard,0,0.02
118,math_geometry_hard,0,0.06
83,math_geometry_hard,0,0.02
71,math_geometry_hard,0,0.18
60,math_geometry_hard,0,0.09
129,math_geometry_hard,0,0.1
4,math_geometry_hard,0,0.01
77,math_geometry_hard,0,0.03
106,math_geometry_hard,0,0.15
67,math_geometry_hard,0,0.09
94,math_geometry_hard,0,0.07
32,math_geometry_hard,0,0.04
80,math_geometry_hard,0,0.23
113,math_geometry_hard,0,0.4
2,math_geometry_hard,0,0.04
109,math_geometry_hard,0,0.21
57,math_geometry_hard,0,0.17
34,math_geometry_hard,0,0.04
27,math_geometry_hard,0,0.11
104,math_geometry_hard,0,0.0
17,math_geometry_hard,0,0.03
40,math_geometry_hard,0,0.03
43,math_geometry_hard,0,0.23
85,math_geometry_hard,0,0.16
66,math_geometry_hard,0,0.27
103,math_geometry_hard,0,0.31
45,math_geometry_hard,0,0.0
54,math_geometry_hard,0,0.06
111,math_geometry_hard,0,0.07
18,math_geometry_hard,0,1.0
78,math_geometry_hard,0,0.22
33,math_geometry_hard,0,0.05
119,math_geometry_hard,0,0.78
15,math_geometry_hard,0,0.28
44,math_geometry_hard,0,0.05
93,math_geometry_hard,0,0.02
10,math_geometry_hard,0,0.1
19,math_geometry_hard,0,0.03
55,math_geometry_hard,0,0.02
51,math_geometry_hard,0,0.11
37,math_geometry_hard,0,0.03
110,math_geometry_hard,0,0.1
38,math_geometry_hard,0,0.04
35,math_geometry_hard,0,0.02
64,math_geometry_hard,0,0.36
23,math_geometry_hard,0,0.05
22,math_geometry_hard,0,0.05
48,math_geometry_hard,0,0.16
14,math_geometry_hard,0,0.14
62,math_geometry_hard,0,0.16
8,math_geometry_hard,0,0.1
127,math_geometry_hard,0,0.43
92,math_geometry_hard,0,0.18
6,math_geometry_hard,0,1.0
74,math_geometry_hard,0,0.05
126,math_geometry_hard,0,0.27
128,math_geometry_hard,0,0.14
3,math_geometry_hard,0,0.05
11,math_geometry_hard,0,0.04
100,math_geometry_hard,0,0.63
121,math_geometry_hard,0,0.08
88,math_geometry_hard,0,0.12
68,math_geometry_hard,0,0.18
131,math_geometry_hard,0,1.0
87,math_geometry_hard,0,0.17
122,math_geometry_hard,0,0.01
69,math_geometry_hard,0,0.19
116,math_geometry_hard,0,0.21
59,math_geometry_hard,0,0.11
130,math_geometry_hard,0,0.29
53,math_geometry_hard,0,0.01
85,math_intermediate_algebra_hard,0,0.03
171,math_intermediate_algebra_hard,0,0.0
183,math_intermediate_algebra_hard,0,0.02
6,math_intermediate_algebra_hard,0,0.03
74,math_intermediate_algebra_hard,0,0.09
138,math_intermediate_algebra_hard,0,0.14
90,math_intermediate_algebra_hard,0,0.02
272,math_intermediate_algebra_hard,0,0.0
218,math_intermediate_algebra_hard,0,0.07
105,math_intermediate_algebra_hard,0,0.0
20,math_intermediate_algebra_hard,0,0.16
116,math_intermediate_algebra_hard,0,0.0
207,math_intermediate_algebra_hard,0,0.0
273,math_intermediate_algebra_hard,0,0.0
263,math_intermediate_algebra_hard,0,0.02
208,math_intermediate_algebra_hard,0,0.09
36,math_intermediate_algebra_hard,0,0.11
21,math_intermediate_algebra_hard,0,0.26
243,math_intermediate_algebra_hard,0,0.03
103,math_intermediate_algebra_hard,0,0.04
14,math_intermediate_algebra_hard,0,0.05
190,math_intermediate_algebra_hard,0,0.11
29,math_intermediate_algebra_hard,0,0.02
236,math_intermediate_algebra_hard,0,0.17
192,math_intermediate_algebra_hard,0,0.09
70,math_intermediate_algebra_hard,0,0.17
4,math_intermediate_algebra_hard,0,0.11
126,math_intermediate_algebra_hard,0,0.1
101,math_intermediate_algebra_hard,0,0.0
181,math_intermediate_algebra_hard,0,0.14
152,math_intermediate_algebra_hard,0,0.13
161,math_intermediate_algebra_hard,0,0.03
94,math_intermediate_algebra_hard,0,0.01
269,math_intermediate_algebra_hard,0,0.07
222,math_intermediate_algebra_hard,0,0.06
177,math_intermediate_algebra_hard,0,0.05
242,math_intermediate_algebra_hard,0,0.01
69,math_intermediate_algebra_hard,0,0.05
15,math_intermediate_algebra_hard,0,0.42
61,math_intermediate_algebra_hard,0,0.05
227,math_intermediate_algebra_hard,0,0.06
197,math_intermediate_algebra_hard,0,0.03
64,math_intermediate_algebra_hard,0,0.05
12,math_intermediate_algebra_hard,0,0.06
65,math_intermediate_algebra_hard,0,0.02
167,math_intermediate_algebra_hard,0,0.11
72,math_intermediate_algebra_hard,0,0.06
22,math_intermediate_algebra_hard,0,0.0
241,math_intermediate_algebra_hard,0,0.01
120,math_intermediate_algebra_hard,0,0.06
27,math_intermediate_algebra_hard,0,0.13
202,math_intermediate_algebra_hard,0,0.11
188,math_intermediate_algebra_hard,0,0.11
41,math_intermediate_algebra_hard,0,0.0
95,math_intermediate_algebra_hard,0,0.02
33,math_intermediate_algebra_hard,0,0.1
62,math_intermediate_algebra_hard,0,0.02
252,math_intermediate_algebra_hard,0,0.05
47,math_intermediate_algebra_hard,0,0.04
271,math_intermediate_algebra_hard,0,0.02
175,math_intermediate_algebra_hard,0,0.01
186,math_intermediate_algebra_hard,0,0.06
245,math_intermediate_algebra_hard,0,0.48
25,math_intermediate_algebra_hard,0,0.14
119,math_intermediate_algebra_hard,0,0.07
87,math_intermediate_algebra_hard,0,0.09
107,math_intermediate_algebra_hard,0,0.0
24,math_intermediate_algebra_hard,0,0.04
130,math_intermediate_algebra_hard,0,0.05
234,math_intermediate_algebra_hard,0,0.0
112,math_intermediate_algebra_hard,0,0.05
28,math_intermediate_algebra_hard,0,0.09
35,math_intermediate_algebra_hard,0,0.05
39,math_intermediate_algebra_hard,0,0.16
91,math_intermediate_algebra_hard,0,0.04
176,math_intermediate_algebra_hard,0,0.09
121,math_intermediate_algebra_hard,0,0.04
46,math_intermediate_algebra_hard,0,0.03
265,math_intermediate_algebra_hard,0,0.12
97,math_intermediate_algebra_hard,0,0.04
209,math_intermediate_algebra_hard,0,0.08
278,math_intermediate_algebra_hard,0,0.21
254,math_intermediate_algebra_hard,0,0.06
50,math_intermediate_algebra_hard,0,0.07
262,math_intermediate_algebra_hard,0,0.03
169,math_intermediate_algebra_hard,0,0.0
73,math_intermediate_algebra_hard,0,0.02
80,math_intermediate_algebra_hard,0,0.05
251,math_intermediate_algebra_hard,0,0.02
246,math_intermediate_algebra_hard,0,0.07
63,math_intermediate_algebra_hard,0,0.09
180,math_intermediate_algebra_hard,0,0.31
134,math_intermediate_algebra_hard,0,0.13
58,math_intermediate_algebra_hard,0,0.07
224,math_intermediate_algebra_hard,0,0.12
5,math_intermediate_algebra_hard,0,0.03
124,math_intermediate_algebra_hard,0,0.07
213,math_intermediate_algebra_hard,0,0.08
147,math_intermediate_algebra_hard,0,0.07
11,math_intermediate_algebra_hard,0,0.05
68,math_intermediate_algebra_hard,0,0.02
60,math_intermediate_algebra_hard,0,0.08
49,math_intermediate_algebra_hard,0,0.09
117,math_intermediate_algebra_hard,0,0.07
159,math_intermediate_algebra_hard,0,0.11
136,math_intermediate_algebra_hard,0,0.11
122,math_intermediate_algebra_hard,0,0.09
137,math_intermediate_algebra_hard,0,0.04
230,math_intermediate_algebra_hard,0,0.03
45,math_intermediate_algebra_hard,0,0.1
216,math_intermediate_algebra_hard,0,0.19
149,math_intermediate_algebra_hard,0,0.02
32,math_intermediate_algebra_hard,0,0.06
16,math_intermediate_algebra_hard,0,0.03
13,math_intermediate_algebra_hard,0,0.1
237,math_intermediate_algebra_hard,0,0.04
276,math_intermediate_algebra_hard,0,0.04
30,math_intermediate_algebra_hard,0,0.01
195,math_intermediate_algebra_hard,0,0.07
235,math_intermediate_algebra_hard,0,0.01
51,math_intermediate_algebra_hard,0,0.02
232,math_intermediate_algebra_hard,0,0.02
99,math_intermediate_algebra_hard,0,0.21
110,math_intermediate_algebra_hard,0,0.07
77,math_intermediate_algebra_hard,0,0.04
199,math_intermediate_algebra_hard,0,0.07
268,math_intermediate_algebra_hard,0,0.04
217,math_intermediate_algebra_hard,0,0.03
179,math_intermediate_algebra_hard,0,0.04
109,math_intermediate_algebra_hard,0,0.01
102,math_intermediate_algebra_hard,0,0.02
2,math_intermediate_algebra_hard,0,0.07
54,math_intermediate_algebra_hard,0,0.11
274,math_intermediate_algebra_hard,0,0.07
151,math_intermediate_algebra_hard,0,0.06
133,math_intermediate_algebra_hard,0,0.01
52,math_intermediate_algebra_hard,0,0.07
210,math_intermediate_algebra_hard,0,0.0
163,math_intermediate_algebra_hard,0,0.03
165,math_intermediate_algebra_hard,0,0.01
125,math_intermediate_algebra_hard,0,0.18
240,math_intermediate_algebra_hard,0,0.22
184,math_intermediate_algebra_hard,0,0.1
178,math_intermediate_algebra_hard,0,0.03
1,math_intermediate_algebra_hard,0,0.03
266,math_intermediate_algebra_hard,0,0.04
140,math_intermediate_algebra_hard,0,0.04
212,math_intermediate_algebra_hard,0,0.14
154,math_intermediate_algebra_hard,0,0.08
219,math_intermediate_algebra_hard,0,0.02
158,math_intermediate_algebra_hard,0,0.04
43,math_intermediate_algebra_hard,0,0.13
98,math_intermediate_algebra_hard,0,0.06
118,math_intermediate_algebra_hard,0,0.02
238,math_intermediate_algebra_hard,0,0.04
203,math_intermediate_algebra_hard,0,0.0
37,math_intermediate_algebra_hard,0,0.02
279,math_intermediate_algebra_hard,0,0.1
260,math_intermediate_algebra_hard,0,0.01
115,math_intermediate_algebra_hard,0,0.03
201,math_intermediate_algebra_hard,0,0.15
123,math_intermediate_algebra_hard,0,0.01
83,math_intermediate_algebra_hard,0,0.01
229,math_intermediate_algebra_hard,0,0.02
196,math_intermediate_algebra_hard,0,0.06
71,math_intermediate_algebra_hard,0,0.08
277,math_intermediate_algebra_hard,0,0.02
57,math_intermediate_algebra_hard,0,0.07
267,math_intermediate_algebra_hard,0,0.24
106,math_intermediate_algebra_hard,0,0.0
48,math_intermediate_algebra_hard,0,0.14
255,math_intermediate_algebra_hard,0,0.08
131,math_intermediate_algebra_hard,0,0.05
220,math_intermediate_algebra_hard,0,0.08
76,math_intermediate_algebra_hard,0,0.09
153,math_intermediate_algebra_hard,0,0.28
104,math_intermediate_algebra_hard,0,0.07
145,math_intermediate_algebra_hard,0,0.01
92,math_intermediate_algebra_hard,0,0.04
144,math_intermediate_algebra_hard,0,0.02
150,math_intermediate_algebra_hard,0,0.01
132,math_intermediate_algebra_hard,0,0.04
264,math_intermediate_algebra_hard,0,0.07
96,math_intermediate_algebra_hard,0,0.09
228,math_intermediate_algebra_hard,0,1.0
200,math_intermediate_algebra_hard,0,0.05
7,math_intermediate_algebra_hard,0,0.02
26,math_intermediate_algebra_hard,0,0.01
214,math_intermediate_algebra_hard,0,0.15
253,math_intermediate_algebra_hard,0,0.02
100,math_intermediate_algebra_hard,0,0.02
84,math_intermediate_algebra_hard,0,0.13
156,math_intermediate_algebra_hard,0,0.14
111,math_intermediate_algebra_hard,0,0.16
129,math_intermediate_algebra_hard,0,0.04
82,math_intermediate_algebra_hard,0,0.01
168,math_intermediate_algebra_hard,0,0.06
113,math_intermediate_algebra_hard,0,0.0
108,math_intermediate_algebra_hard,0,0.04
247,math_intermediate_algebra_hard,0,0.09
17,math_intermediate_algebra_hard,0,0.08
198,math_intermediate_algebra_hard,0,0.01
86,math_intermediate_algebra_hard,0,0.12
142,math_intermediate_algebra_hard,0,0.0
23,math_intermediate_algebra_hard,0,0.08
89,math_intermediate_algebra_hard,0,0.2
270,math_intermediate_algebra_hard,0,0.15
79,math_intermediate_algebra_hard,0,0.01
172,math_intermediate_algebra_hard,0,0.2
257,math_intermediate_algebra_hard,0,0.04
8,math_intermediate_algebra_hard,0,0.35
185,math_intermediate_algebra_hard,0,0.03
244,math_intermediate_algebra_hard,0,0.01
93,math_intermediate_algebra_hard,0,0.0
194,math_intermediate_algebra_hard,0,0.07
128,math_intermediate_algebra_hard,0,0.06
221,math_intermediate_algebra_hard,0,0.0
174,math_intermediate_algebra_hard,0,0.01
204,math_intermediate_algebra_hard,0,0.01
239,math_intermediate_algebra_hard,0,0.09
88,math_intermediate_algebra_hard,0,0.06
55,math_intermediate_algebra_hard,0,0.04
19,math_intermediate_algebra_hard,0,0.14
166,math_intermediate_algebra_hard,0,0.12
147,math_num_theory_hard,0,0.09
128,math_num_theory_hard,0,0.04
57,math_num_theory_hard,0,0.06
123,math_num_theory_hard,0,0.03
41,math_num_theory_hard,0,0.01
6,math_num_theory_hard,0,0.04
153,math_num_theory_hard,0,0.05
143,math_num_theory_hard,0,0.41
120,math_num_theory_hard,0,0.1
89,math_num_theory_hard,0,0.07
92,math_num_theory_hard,0,0.1
85,math_num_theory_hard,0,0.08
131,math_num_theory_hard,0,0.08
8,math_num_theory_hard,0,0.03
82,math_num_theory_hard,0,0.07
68,math_num_theory_hard,0,0.22
13,math_num_theory_hard,0,0.08
84,math_num_theory_hard,0,0.1
31,math_num_theory_hard,0,0.19
145,math_num_theory_hard,0,0.06
88,math_num_theory_hard,0,0.05
47,math_num_theory_hard,0,0.35
112,math_num_theory_hard,0,0.04
152,math_num_theory_hard,0,0.07
16,math_num_theory_hard,0,0.03
36,math_num_theory_hard,0,0.2
121,math_num_theory_hard,0,0.09
20,math_num_theory_hard,0,0.04
30,math_num_theory_hard,0,0.08
142,math_num_theory_hard,0,0.04
107,math_num_theory_hard,0,0.05
74,math_num_theory_hard,0,0.06
49,math_num_theory_hard,0,0.13
37,math_num_theory_hard,0,0.27
113,math_num_theory_hard,0,0.0
100,math_num_theory_hard,0,0.06
93,math_num_theory_hard,0,0.02
12,math_num_theory_hard,0,0.24
150,math_num_theory_hard,0,0.09
102,math_num_theory_hard,0,0.03
51,math_num_theory_hard,0,0.45
35,math_num_theory_hard,0,0.04
15,math_num_theory_hard,0,0.06
52,math_num_theory_hard,0,0.34
71,math_num_theory_hard,0,0.13
45,math_num_theory_hard,0,0.16
65,math_num_theory_hard,0,0.07
3,math_num_theory_hard,0,0.0
67,math_num_theory_hard,0,0.07
24,math_num_theory_hard,0,0.08
111,math_num_theory_hard,0,0.09
140,math_num_theory_hard,0,0.05
1,math_num_theory_hard,0,0.0
95,math_num_theory_hard,0,0.13
69,math_num_theory_hard,0,0.01
141,math_num_theory_hard,0,0.02
127,math_num_theory_hard,0,0.03
