id,llm_correct,assessor_correct
2053,0,0.17
1808,1,0.45
2707,1,0.54
9499,1,0.0
5935,1,0.5
2047,1,0.34
4068,1,0.0
3322,1,0.51
9991,1,0.36
1143,1,0.36
10843,1,0.49
2760,1,0.37
2854,1,0.55
1519,1,0.58
4951,1,0.54
9023,1,0.0
11913,1,0.43
6886,1,0.52
343,0,0.27
10216,0,0.06
776,0,0.22
7743,1,0.27
5798,1,0.23
412,0,0.28
5226,0,0.08
7399,1,0.34
322,0,0.54
3218,1,0.5
2636,1,0.44
6171,1,0.42
2193,1,0.33
2427,0,0.01
6059,0,0.2
5573,1,0.36
10507,1,0.41
3373,1,0.29
8690,0,0.2
399,0,0.06
8528,0,0.1
7212,1,0.3
4318,0,0.09
4002,1,0.23
2292,1,0.94
2894,1,0.45
3760,0,0.05
8348,0,0.08
6675,1,0.46
2260,1,0.41
9586,1,0.24
11493,0,0.02
11654,0,0.22
4568,1,0.46
825,1,0.7
3335,1,0.51
4086,0,1.0
2216,1,0.0
7686,0,0.28
11171,0,0.23
9530,0,0.3
11042,1,0.43
1025,0,0.1
7019,1,0.38
6634,1,0.24
4062,1,0.0
8116,1,0.23
11574,1,0.39
6392,1,0.48
8830,0,0.23
457,0,0.02
3674,0,0.23
4354,0,1.0
10039,0,0.37
6866,1,0.31
3610,1,0.19
8399,0,0.04
4228,0,0.14
3768,0,0.41
3582,0,1.0
3958,0,0.28
2565,1,0.21
2715,1,0.0
9817,1,0.32
7421,0,0.17
7242,0,0.35
7224,1,0.36
2882,0,0.03
11014,1,0.37
7265,1,0.53
9132,0,0.11
1893,0,0.17
10901,1,0.38
5710,1,0.34
5323,1,0.3
1201,0,0.1
3187,1,0.61
4553,0,0.33
4522,1,0.13
2778,0,0.14
7046,0,0.13
9011,0,0.4
579,1,0.3
52,1,0.29
4268,0,0.54
3980,0,0.1
11058,0,0.1
8310,1,0.38
3354,1,0.27
5210,0,0.28
4113,1,0.0
11496,1,0.21
7390,1,0.39
9672,1,0.63
6630,1,0.17
6578,0,0.12
2116,0,0.2
11505,0,0.11
4412,1,0.57
1152,0,0.14
5700,1,0.31
1608,0,0.38
4420,0,1.0
11039,1,0.45
9947,1,0.25
10400,0,1.0
4283,0,0.12
11759,1,0.22
7735,0,0.22
11937,1,0.39
2725,1,0.76
5533,0,0.35
6870,1,0.25
10634,1,0.33
4226,1,0.0
9026,1,0.43
7373,1,0.19
1068,1,0.49
2837,1,0.47
10506,0,0.19
11475,0,0.02
7451,0,0.07
4178,0,0.04
11530,0,0.03
3382,1,0.33
5729,1,0.4
6938,1,0.28
5262,0,0.27
3163,1,0.0
8460,0,0.15
9689,0,0.27
11006,0,0.08
9242,1,0.32
5174,1,0.0
1502,1,0.3
2501,1,0.59
378,1,0.29
6835,0,0.19
9835,0,0.21
1462,1,0.52
9429,1,0.0
11464,0,0.05
3395,1,0.43
9913,0,0.13
6089,1,0.22
8828,1,0.34
1729,1,0.62
5848,1,0.42
3734,0,0.49
7915,0,0.11
4979,0,0.38
5839,1,0.46
2783,1,0.45
10318,1,0.33
3480,0,1.0
5675,1,0.42
8093,0,0.22
2513,1,0.41
10156,0,0.14
4935,1,0.54
4494,0,0.26
11868,0,0.01
185,1,0.6
3754,0,0.18
10284,1,0.47
1028,1,0.51
6345,1,0.52
856,0,0.27
151,0,0.02
11322,0,0.17
10472,0,0.27
1714,1,0.3
9106,0,0.15
8980,0,0.16
8390,1,0.2
1079,1,0.74
6139,1,0.62
5505,1,0.47
8412,0,0.03
6438,0,0.05
11549,0,0.01
7217,1,0.0
7516,1,0.54
7488,1,0.34
1958,0,0.07
9117,1,0.39
7623,0,0.06
11240,0,0.05
834,1,0.41
9008,0,0.27
7656,0,0.14
6417,0,0.52
1935,1,0.41
10660,1,0.55
11594,1,0.27
10779,1,0.18
809,1,0.49
9388,0,0.18
158,0,0.22
149,0,0.39
7522,0,1.0
4260,0,0.31
8573,0,0.04
4158,0,1.0
10709,1,0.72
2247,1,0.48
4497,1,0.29
9518,1,0.33
10615,1,0.21
3432,0,0.12
1269,0,0.17
8214,0,0.1
3484,1,0.46
10040,0,1.0
1914,0,0.1
4275,0,1.0
7259,1,0.36
6136,1,0.39
1988,1,0.48
5041,0,0.04
1404,0,0.12
8795,0,0.08
8451,1,0.27
4693,0,0.2
10164,1,0.2
4469,1,0.43
7471,1,0.24
11127,1,0.42
2919,1,0.59
618,1,0.39
598,1,0.2
6639,1,0.34
4024,0,0.05
2579,1,0.62
10551,1,0.28
7654,0,0.0
5487,1,0.4
10653,1,0.19
3618,0,0.04
2955,1,0.57
3048,1,0.5
4801,1,0.44
4590,1,0.24
2784,1,0.38
11991,1,0.34
7742,0,0.16
592,1,0.4
11062,1,0.21
6017,1,0.6
2106,0,0.06
5920,0,0.03
9476,1,0.18
11741,0,0.19
63,1,0.43
4551,0,0.37
10974,0,0.12
251,0,0.56
6301,0,0.05
7504,0,0.03
7054,1,0.38
7780,0,0.07
10584,1,0.57
5671,1,0.66
7151,1,0.48
8872,0,0.08
485,1,0.71
2587,1,0.64
5080,0,0.22
9750,1,0.34
6177,1,0.62
7775,0,0.3
5885,0,0.27
8911,1,0.35
10676,1,0.21
2112,1,0.37
1357,1,0.57
8547,1,0.48
3953,0,0.24
9971,1,0.43
1252,0,0.34
6531,1,0.35
6114,1,0.28
1516,0,0.22
1884,1,0.57
3572,0,1.0
10818,0,0.01
6918,1,0.41
9066,0,0.17
6949,1,0.42
9630,0,0.14
5365,0,0.2
5766,0,0.48
10224,1,0.67
8622,0,0.2
9834,0,0.1
162,1,0.25
7580,0,0.14
3415,0,0.13
637,0,0.46
853,1,0.32
5654,0,0.47
4587,0,0.28
8636,0,0.28
1095,0,0.14
6611,1,0.36
2032,1,0.0
11861,0,0.39
9445,0,0.23
7506,1,0.0
6323,1,0.59
6979,0,0.1
10724,0,0.01
8247,1,0.14
3716,0,0.05
8874,0,0.71
6287,1,0.15
6551,1,0.35
6572,1,0.29
8366,1,0.48
5164,0,0.2
3446,0,0.28
1600,0,0.21
2914,1,0.36
5939,1,0.08
1624,0,0.16
11339,1,0.36
6242,1,0.37
5738,0,0.25
4141,1,0.35
1805,1,0.55
6954,0,0.08
9548,1,0.28
1363,1,0.18
7681,0,0.07
9467,1,0.13
10708,1,0.17
1544,0,0.05
6935,1,0.36
10461,0,0.02
10285,0,0.1
4662,1,0.56
8934,1,0.42
9169,1,0.0
3766,1,0.44
10580,0,0.2
10850,1,0.15
2148,1,0.0
983,0,0.07
8841,0,0.06
11440,0,0.08
3934,1,0.51
3356,1,0.47
9124,0,0.12
4256,0,0.15
9482,0,0.1
4897,1,0.54
325,0,0.17
9039,0,0.31
239,0,0.19
4405,0,0.22
10874,1,0.23
2864,1,0.64
9880,0,0.16
3591,1,0.29
2042,1,0.67
7363,1,0.32
7571,0,0.11
11200,1,0.28
9047,1,0.42
10080,1,0.4
7043,1,0.31
9579,1,0.27
9785,1,0.29
6099,1,0.5
1722,1,0.4
9985,0,0.21
10951,1,0.34
8004,1,0.27
3206,1,0.61
7600,0,0.1
11282,0,0.09
11116,0,0.02
11406,0,0.14
1548,0,0.33
10394,1,0.33
7497,0,0.21
11232,0,0.16
7153,1,0.67
7701,0,0.13
1966,1,0.27
5658,1,0.58
5612,0,0.07
8089,0,0.11
3541,0,0.22
5275,0,0.01
11979,1,0.42
7567,0,0.09
11926,1,0.36
3433,0,0.21
10943,1,0.16
3916,1,0.38
11735,1,0.56
1942,1,0.59
9369,0,0.24
787,0,0.35
11354,0,0.15
9919,0,0.05
4223,0,0.17
3769,0,0.17
7266,1,0.46
9705,1,0.45
7619,0,0.05
10024,1,0.0
4346,0,0.2
6084,1,0.42
4212,1,0.55
769,0,0.18
47,0,0.6
5872,1,0.61
4937,0,0.09
2080,1,0.18
8504,1,0.58
8020,0,0.06
5909,0,0.16
3288,1,0.53
3278,1,0.4
9400,0,0.11
5930,1,0.33
7570,1,0.28
2061,1,0.61
7631,0,0.27
10548,1,0.26
6721,1,0.38
5763,0,0.12
4527,1,0.0
2929,1,0.38
4864,1,0.42
2002,1,0.68
9623,0,0.12
2570,1,0.47
9591,0,0.34
9599,0,0.06
3346,0,0.02
10582,1,0.3
9937,0,0.36
6755,1,0.34
9001,1,0.38
1153,1,0.66
9730,1,0.33
7700,0,0.04
852,1,0.74
5030,1,0.38
3263,1,0.43
1156,1,0.23
7703,1,0.0
1244,1,0.55
355,1,0.48
11841,1,0.29
136,0,0.22
640,1,0.0
3796,1,0.2
2122,1,0.27
4526,0,0.17
4338,0,1.0
3874,0,0.16
10994,0,0.38
9345,1,0.39
363,1,0.5
674,0,0.37
7628,1,0.34
5336,1,0.39
2153,1,0.24
1003,1,0.78
1894,1,0.38
926,0,0.07
10527,1,0.6
4833,0,0.08
11627,0,0.18
10219,0,0.08
7268,1,0.62
10795,0,0.22
9448,1,0.37
6371,1,0.25
5552,0,0.25
9419,1,0.32
4684,1,0.47
801,0,0.21
5942,1,0.78
10985,1,0.0
422,1,0.5
1459,1,0.29
4250,1,0.39
6339,0,0.52
9792,0,0.06
2215,1,0.68
10067,0,0.34
1047,1,0.65
1508,1,0.39
6714,0,1.0
11645,0,0.14
9280,0,0.46
5918,1,0.19
11613,0,0.07
4722,1,0.33
9135,0,0.1
2333,1,0.33
3409,0,0.06
3507,1,0.49
8110,1,0.25
3548,1,0.41
8180,1,0.49
5387,1,0.27
4404,0,1.0
9787,1,0.27
9496,0,0.27
9810,1,0.37
8097,0,0.4
25,1,0.32
8846,1,0.23
8533,0,0.09
9699,0,0.07
6203,1,0.46
8738,0,0.04
10392,1,0.36
8521,0,0.05
7690,0,0.08
6283,1,0.33
8104,0,0.0
1215,1,0.18
6047,1,0.41
7989,1,0.38
1140,0,0.02
7360,0,0.14
8449,0,0.04
10529,1,0.27
5414,1,0.21
714,0,0.44
11812,1,0.25
2135,1,0.0
948,1,0.5
5023,1,0.38
805,1,0.41
7977,0,0.05
2206,1,0.0
3402,1,0.36
2284,0,0.15
11717,1,0.29
4025,0,0.03
8023,1,0.28
6874,0,0.1
10147,1,0.29
6394,1,0.21
1421,0,0.17
612,0,0.34
6713,0,0.08
9061,0,0.22
2840,0,0.37
2317,1,0.59
1350,1,0.41
8981,0,0.38
4599,1,0.28
221,1,0.33
5442,1,0.36
10068,0,0.49
5397,0,0.33
9675,0,0.22
3880,0,0.08
1965,0,0.06
7020,1,0.54
8524,0,0.03
890,0,0.1
11862,0,0.18
446,0,0.81
379,0,0.19
9016,0,0.06
7936,1,0.38
4880,1,0.39
724,0,1.0
6196,1,0.26
3585,0,0.12
11414,0,0.33
5610,1,0.44
10554,1,0.58
2155,0,0.01
224,1,0.32
10770,1,0.05
3185,1,0.27
171,0,0.65
7618,1,0.4
126,0,0.09
4473,1,0.74
6037,0,0.28
8462,0,0.01
1266,1,0.61
10060,1,0.4
8382,0,0.15
6374,0,0.02
10019,0,0.34
8609,0,0.31
6583,1,0.37
10264,1,0.28
5036,1,0.3
11738,0,0.08
5768,1,0.16
746,1,0.55
5948,0,0.34
7362,1,0.52
8187,0,0.33
2781,1,0.45
2443,1,0.57
3748,1,0.26
6246,1,0.46
7905,0,0.15
6433,0,0.14
4230,0,0.16
4310,1,0.33
2891,1,0.44
11970,1,0.37
5592,1,0.29
450,1,0.31
2382,1,0.34
1577,1,0.39
7273,0,1.0
2871,1,0.54
8207,0,0.06
2634,1,0.55
11032,0,0.15
10588,1,0.46
6858,1,0.34
7255,0,0.24
10426,1,0.29
9601,1,0.3
7428,1,0.64
4617,1,0.67
5712,1,0.41
9337,1,0.24
4799,1,0.62
11336,0,0.07
10291,1,0.48
9089,1,0.35
8244,0,0.2
4235,1,0.29
11852,0,0.05
7121,1,0.41
6514,0,0.33
54,1,0.49
9195,0,0.19
367,1,0.44
9948,0,0.09
5517,1,0.66
1377,1,0.58
3440,0,0.11
4630,0,0.21
5666,1,0.41
4106,0,0.03
5536,0,0.19
11542,1,0.27
166,0,0.24
8456,0,0.01
8615,0,0.26
4889,1,0.4
10464,0,0.07
1192,1,0.41
9112,0,0.02
1132,0,0.14
4907,1,0.4
5598,1,0.24
2404,1,0.46
5380,0,0.51
9964,1,0.25
740,0,0.25
4285,0,0.12
3959,0,0.06
1116,0,0.19
8683,0,1.0
1710,0,0.15
1732,0,0.1
6113,0,0.2
7733,0,1.0
8819,0,0.12
6948,1,0.36
8784,1,0.21
11621,0,0.23
11660,1,0.28
11495,0,0.11
4731,1,0.62
5733,0,0.1
5294,1,0.24
8549,0,0.12
3178,0,0.16
11859,1,0.22
9691,0,0.09
1892,0,0.09
2338,0,0.11
10342,1,0.44
2107,0,0.35
1012,1,0.65
5317,0,0.15
11593,0,0.03
698,0,0.09
7163,0,1.0
7693,0,0.03
3114,0,0.25
260,0,0.56
11236,0,0.01
2751,0,0.05
10062,0,0.42
12001,0,0.1
8294,0,0.01
1281,0,0.2
10778,1,0.43
8494,1,0.16
1978,1,0.38
1758,0,0.02
10200,1,0.72
515,0,0.11
4631,1,0.64
8251,0,0.06
10688,0,0.03
10249,0,0.01
11583,1,0.36
262,1,0.21
8306,1,0.4
10803,1,0.36
3087,1,0.47
3921,0,0.16
7576,0,0.37
5371,0,0.11
1922,1,0.29
11664,1,0.23
7159,1,0.55
5633,1,0.45
10840,0,0.2
9327,1,0.43
6648,1,0.43
8224,0,0.21
9082,1,0.41
4103,0,0.05
7227,1,0.7
8877,0,0.35
1656,0,0.02
4376,0,0.11
6325,1,0.32
8969,0,0.04
6809,1,0.24
2442,1,0.0
1162,1,0.27
5220,1,0.24
3512,1,0.42
1129,1,0.57
2910,1,0.49
2390,1,0.26
7256,1,0.26
1800,1,0.39
2541,0,0.21
5281,0,0.16
6365,1,0.3
9624,1,0.59
1160,0,0.1
875,1,0.55
6108,0,0.45
9924,1,0.27
11550,0,0.09
2485,1,0.32
10620,1,0.36
7146,1,0.18
6071,1,0.48
3116,1,0.44
1840,0,1.0
3922,0,1.0
8914,1,0.22
4741,1,0.11
2006,1,0.33
2316,1,0.58
9113,0,0.5
11783,0,0.06
7874,0,0.25
4261,0,0.13
7423,1,0.0
10303,1,0.31
3733,0,0.04
7966,0,0.19
1227,0,0.09
6590,1,0.44
2393,1,0.0
6046,1,0.4
7123,1,0.47
3747,0,0.19
8826,0,0.17
2270,1,0.14
6125,0,0.19
10972,0,0.01
7304,1,0.4
8587,0,0.02
4881,1,0.85
6384,1,0.37
1087,0,0.09
4372,1,0.4
6119,1,0.32
2063,1,0.36
3612,0,0.09
2511,1,0.26
7595,0,0.08
10427,1,0.27
10578,1,0.35
5290,0,0.19
577,0,0.55
11679,0,0.11
10333,1,0.31
3730,0,0.04
5314,1,0.21
3425,0,0.08
9927,0,0.08
2289,0,0.08
7895,1,0.34
1465,1,0.38
2640,1,0.0
10954,1,0.44
9266,0,0.19
2965,1,0.51
3538,1,0.4
3735,1,0.21
7337,1,0.47
9857,0,0.12
3794,1,0.4
7401,0,0.17
5771,0,0.18
9427,0,0.24
8724,1,0.37
3265,1,0.61
10754,1,0.1
3656,0,0.25
4102,1,0.41
4457,1,0.25
2315,0,0.56
11172,0,0.06
9952,1,0.4
7133,0,0.08
9084,1,0.5
4841,0,1.0
11719,0,0.24
8171,0,0.25
541,1,0.43
5198,1,0.52
3359,1,0.0
5035,0,0.17
6373,1,0.34
5099,1,0.47
2261,1,0.59
10713,0,0.08
11425,1,0.31
10842,1,0.35
3691,0,0.19
2343,0,0.1
9174,0,0.05
723,0,0.6
6484,1,0.52
4953,1,0.33
6368,1,0.19
6122,1,0.22
350,1,0.26
3801,0,1.0
5073,1,0.53
3125,1,0.0
7410,1,0.0
9471,0,0.2
8118,1,0.36
1601,1,0.4
11154,0,0.2
9878,0,0.26
11201,0,0.13
86,0,0.16
9136,1,0.32
6635,1,0.33
7639,1,0.33
9494,0,0.16
2502,1,0.42
11820,0,0.41
1938,1,0.56
4554,1,0.0
2021,1,0.42
1929,1,0.79
4909,1,0.44
3314,1,0.27
3639,1,0.17
10982,1,0.66
11632,0,0.18
6079,1,0.0
1588,0,0.25
456,0,0.39
788,0,0.33
2973,1,0.0
7282,0,0.27
816,0,0.3
6863,1,0.08
8380,0,0.13
539,1,0.33
9305,0,0.48
2181,0,0.19
1323,1,0.4
3746,0,0.24
8300,1,0.29
11279,1,0.35
806,0,0.32
11483,0,1.0
5684,0,0.17
10091,0,0.23
10221,1,0.5
7432,1,0.32
2286,1,0.42
1078,0,0.23
6512,1,0.15
8075,0,0.24
770,0,0.39
5359,1,0.64
2154,1,0.0
7032,1,0.72
8974,1,0.36
11129,0,0.12
9688,1,0.17
2363,1,0.26
5829,0,0.3
10275,1,0.54
3991,1,0.0
6658,0,0.61
8955,1,0.51
11924,0,0.0
11383,0,0.17
7960,1,0.47
8058,1,0.36
1554,1,0.44
4064,1,0.55
5305,1,0.3
9031,0,0.11
8538,0,0.2
884,1,0.46
123,0,0.16
5439,1,0.23
6244,0,0.13
6672,0,0.15
10059,0,0.19
7824,1,0.6
4718,0,0.17
9006,1,0.0
2406,0,0.03
5507,0,0.23
9560,0,0.17
5879,1,0.12
8881,1,0.0
861,0,0.23
2123,1,0.34
10594,1,0.61
2130,1,0.41
11823,0,0.06
11358,0,0.49
295,0,0.09
3049,1,0.36
11046,1,0.56
11053,1,0.4
9789,0,0.25
2327,1,0.0
6594,1,0.12
498,1,0.43
1288,1,0.28
8064,0,0.29
3177,0,0.02
5249,0,0.04
6500,1,0.18
6058,1,0.51
5961,1,0.5
6366,1,0.26
483,0,0.07
6509,0,0.26
6556,1,0.52
2004,1,0.5
12006,0,0.14
7278,0,0.07
2552,0,0.51
319,0,0.61
8342,0,0.08
10486,1,0.5
10781,0,0.14
2414,1,0.26
5096,0,0.19
4023,1,0.0
8611,1,0.26
6135,0,0.1
4681,0,0.14
11352,0,0.09
4156,1,0.41
5570,0,0.21
5691,1,0.34
11552,0,0.21
7420,1,0.46
1766,1,0.45
3855,0,1.0
11794,0,0.02
2904,1,0.49
11766,0,0.01
9484,0,0.25
9196,1,0.24
8815,0,0.43
6361,1,0.29
4537,1,0.47
4243,1,0.42
11338,0,0.04
9771,0,0.03
10057,0,0.21
1915,1,0.41
8372,1,0.34
7809,0,0.28
11577,0,0.07
11646,1,0.42
8195,0,0.16
3687,1,0.36
5032,1,0.34
6990,1,0.29
899,1,0.47
10327,0,0.03
7141,1,0.35
7741,0,0.11
12005,1,0.34
5191,1,0.31
552,1,0.35
9745,1,0.39
7782,1,0.18
11217,0,0.06
8790,1,0.46
2132,1,0.5
8282,1,0.26
4055,1,0.38
9661,1,0.41
2750,1,0.8
4436,1,0.27
4388,0,0.03
6215,1,0.37
11988,0,1.0
11911,0,0.29
8209,0,0.2
2892,1,0.9
4502,0,0.37
4519,0,0.1
8642,0,0.39
5468,1,0.46
6840,1,0.47
11973,0,0.24
1920,0,0.13
3321,1,0.4
9285,0,0.02
6875,1,0.67
4132,0,0.06
7812,0,0.01
2380,1,0.43
7866,1,0.32
1716,1,0.27
8324,1,0.09
3357,1,0.0
9446,1,0.45
11792,0,0.09
7669,0,0.06
9644,0,0.4
792,0,0.03
9850,0,0.18
10599,1,0.25
10456,0,0.1
7976,0,0.23
7574,0,0.07
1105,1,0.48
4796,0,0.33
5569,1,0.39
6457,1,0.86
3319,0,0.23
5880,1,0.42
10723,0,0.06
9102,0,0.08
9932,1,0.32
5529,0,0.35
6728,1,0.32
2651,0,0.15
5563,1,0.4
7094,0,0.14
3847,1,0.24
397,0,0.17
6420,1,0.45
6936,0,0.06
9628,1,0.5
9629,1,0.22
6579,0,0.14
10902,0,0.03
3390,1,0.0
7698,0,0.06
3969,0,0.27
3498,1,0.0
11786,0,0.03
4992,1,0.0
1509,1,0.61
9637,1,0.55
8088,0,0.0
3216,1,0.39
3333,1,0.22
10705,1,0.56
6277,0,0.58
2459,1,0.5
5674,1,0.53
10377,1,0.33
6798,1,0.68
9992,0,0.2
8536,0,0.2
3317,1,0.37
4855,0,0.1
9330,0,0.13
5683,1,0.42
3271,1,0.53
9021,0,0.22
11643,0,0.08
1492,0,0.14
6653,1,0.34
7554,1,0.22
3930,0,0.1
9755,1,0.27
11896,1,0.43
4136,0,0.01
5381,0,0.13
6138,1,0.44
2084,1,0.0
7418,1,0.33
3024,1,0.0
5203,0,0.16
11280,1,0.28
7169,0,0.23
2143,1,0.43
11648,1,0.47
296,1,0.16
6302,1,0.47
5316,0,0.17
3155,1,0.48
9841,0,0.13
4955,1,0.37
8204,0,0.41
7793,0,0.06
4188,0,0.19
7652,0,0.23
10010,1,0.45
10534,0,0.45
120,1,0.28
6565,1,0.38
6947,1,0.37
5893,1,0.51
4424,0,0.32
3800,0,0.05
6529,1,0.3
6812,1,0.37
5513,1,0.38
7126,1,0.29
8111,1,0.43
11096,0,0.04
4981,1,0.45
1161,1,0.51
229,1,0.37
2682,1,0.24
1866,1,0.29
10215,1,0.29
5910,0,0.11
9447,1,0.18
3138,1,0.0
1450,0,0.32
8927,1,0.38
248,0,0.26
9825,0,0.06
4297,0,0.19
7970,1,0.49
11958,0,1.0
504,0,0.29
11264,1,0.3
5807,1,0.48
4824,1,0.18
7632,0,0.03
2899,1,0.29
4216,0,0.14
10069,1,0.3
8949,0,0.12
3019,1,0.51
10381,1,0.52
4452,0,0.24
10078,1,0.38
9968,1,0.37
11872,0,0.33
4728,0,0.24
6208,1,0.0
11635,1,0.31
2458,1,0.56
5172,1,0.53
7751,0,0.29
9144,1,0.26
4382,1,0.29
7804,0,0.02
3454,0,0.14
222,0,0.24
1394,1,0.28
8219,1,0.09
591,1,0.45
5574,1,0.27
3949,0,0.2
6312,1,0.37
10048,0,0.39
1190,1,0.61
3201,1,0.45
11737,1,0.31
7912,0,0.17
7394,1,0.54
9564,0,0.1
1276,1,0.44
7615,1,0.35
2340,1,0.64
11696,1,0.0
3875,0,1.0
5788,1,0.39
8782,1,0.13
8263,1,0.28
324,0,0.45
