id,subset,llm_correct,assessor_correct
154,math_algebra_hard,0,0.03
221,math_algebra_hard,0,0.11
18,math_algebra_hard,0,1.0
149,math_algebra_hard,0,0.03
158,math_algebra_hard,0,0.0
15,math_algebra_hard,0,0.08
98,math_algebra_hard,0,0.03
118,math_algebra_hard,0,0.06
238,math_algebra_hard,0,0.23
281,math_algebra_hard,0,0.03
183,math_algebra_hard,0,0.07
59,math_algebra_hard,0,0.08
219,math_algebra_hard,0,0.03
298,math_algebra_hard,0,0.01
202,math_algebra_hard,0,0.04
1,math_algebra_hard,0,0.24
294,math_algebra_hard,0,0.02
22,math_algebra_hard,0,0.09
143,math_algebra_hard,0,0.03
119,math_algebra_hard,0,0.04
269,math_algebra_hard,0,0.03
198,math_algebra_hard,0,0.02
90,math_algebra_hard,0,0.01
40,math_algebra_hard,0,0.06
166,math_algebra_hard,0,0.12
21,math_algebra_hard,0,0.06
155,math_algebra_hard,0,0.0
82,math_algebra_hard,0,0.31
252,math_algebra_hard,0,0.07
282,math_algebra_hard,0,0.0
84,math_algebra_hard,0,0.0
92,math_algebra_hard,0,0.0
287,math_algebra_hard,0,0.04
215,math_algebra_hard,0,1.0
144,math_algebra_hard,0,0.05
167,math_algebra_hard,0,0.03
128,math_algebra_hard,0,0.06
96,math_algebra_hard,0,0.14
251,math_algebra_hard,0,0.0
48,math_algebra_hard,0,0.0
89,math_algebra_hard,0,0.05
236,math_algebra_hard,0,0.09
227,math_algebra_hard,0,0.46
76,math_algebra_hard,0,0.07
200,math_algebra_hard,0,0.0
214,math_algebra_hard,0,0.04
26,math_algebra_hard,0,0.03
28,math_algebra_hard,0,0.05
228,math_algebra_hard,0,0.08
193,math_algebra_hard,0,0.03
79,math_algebra_hard,0,0.03
194,math_algebra_hard,0,0.05
86,math_algebra_hard,0,0.12
61,math_algebra_hard,0,0.04
277,math_algebra_hard,0,0.01
220,math_algebra_hard,0,0.09
101,math_algebra_hard,0,1.0
45,math_algebra_hard,0,0.18
37,math_algebra_hard,0,0.04
225,math_algebra_hard,0,0.04
199,math_algebra_hard,0,0.03
272,math_algebra_hard,0,0.0
168,math_algebra_hard,0,0.01
264,math_algebra_hard,0,0.01
172,math_algebra_hard,0,0.07
255,math_algebra_hard,0,0.15
186,math_algebra_hard,0,0.03
19,math_algebra_hard,0,0.12
291,math_algebra_hard,0,0.01
104,math_algebra_hard,0,0.02
108,math_algebra_hard,0,0.02
132,math_algebra_hard,0,0.03
117,math_counting_and_prob_hard,0,0.06
100,math_counting_and_prob_hard,0,0.17
53,math_counting_and_prob_hard,0,0.13
70,math_counting_and_prob_hard,0,0.11
103,math_counting_and_prob_hard,0,0.04
108,math_counting_and_prob_hard,0,0.01
71,math_counting_and_prob_hard,0,0.29
46,math_counting_and_prob_hard,0,0.15
19,math_counting_and_prob_hard,0,0.33
85,math_counting_and_prob_hard,0,0.08
7,math_counting_and_prob_hard,0,0.12
116,math_counting_and_prob_hard,0,0.06
52,math_counting_and_prob_hard,0,0.05
89,math_counting_and_prob_hard,0,0.07
15,math_counting_and_prob_hard,0,0.04
5,math_counting_and_prob_hard,0,0.15
13,math_counting_and_prob_hard,0,0.09
122,math_counting_and_prob_hard,0,0.17
97,math_counting_and_prob_hard,0,0.08
113,math_counting_and_prob_hard,0,0.06
50,math_counting_and_prob_hard,0,0.22
20,math_counting_and_prob_hard,0,0.01
24,math_counting_and_prob_hard,0,0.18
3,math_counting_and_prob_hard,0,0.04
12,math_counting_and_prob_hard,0,0.08
84,math_counting_and_prob_hard,0,0.2
101,math_counting_and_prob_hard,0,0.03
86,math_counting_and_prob_hard,0,0.01
67,math_counting_and_prob_hard,0,0.41
72,math_counting_and_prob_hard,0,0.05
30,math_counting_and_prob_hard,0,0.04
21,math_counting_and_prob_hard,0,0.41
109,math_counting_and_prob_hard,0,0.47
81,math_counting_and_prob_hard,0,0.1
33,math_counting_and_prob_hard,0,0.19
60,math_counting_and_prob_hard,0,0.01
119,math_counting_and_prob_hard,0,0.07
4,math_counting_and_prob_hard,0,0.05
65,math_counting_and_prob_hard,0,0.01
31,math_counting_and_prob_hard,0,0.04
106,math_counting_and_prob_hard,0,0.11
51,math_counting_and_prob_hard,0,0.38
94,math_counting_and_prob_hard,0,0.18
115,math_counting_and_prob_hard,0,0.13
80,math_counting_and_prob_hard,0,0.21
61,math_counting_and_prob_hard,0,0.25
2,math_counting_and_prob_hard,0,0.03
35,math_counting_and_prob_hard,0,0.07
34,math_counting_and_prob_hard,0,0.25
104,math_counting_and_prob_hard,0,0.07
25,math_counting_and_prob_hard,0,0.3
40,math_counting_and_prob_hard,0,0.13
73,math_counting_and_prob_hard,0,0.18
79,math_counting_and_prob_hard,0,0.1
66,math_counting_and_prob_hard,0,0.04
95,math_counting_and_prob_hard,0,0.04
49,math_counting_and_prob_hard,0,0.08
54,math_counting_and_prob_hard,0,0.19
99,math_counting_and_prob_hard,0,0.11
18,math_counting_and_prob_hard,0,0.05
78,math_counting_and_prob_hard,0,0.03
41,math_counting_and_prob_hard,0,0.1
107,math_counting_and_prob_hard,0,0.02
23,math_counting_and_prob_hard,0,0.03
44,math_counting_and_prob_hard,0,0.07
87,math_counting_and_prob_hard,0,0.0
10,math_counting_and_prob_hard,0,0.04
27,math_counting_and_prob_hard,0,0.08
63,math_counting_and_prob_hard,0,0.03
59,math_counting_and_prob_hard,0,0.03
45,math_counting_and_prob_hard,0,0.06
110,math_counting_and_prob_hard,0,0.21
38,math_counting_and_prob_hard,0,0.02
68,math_counting_and_prob_hard,0,0.07
22,math_counting_and_prob_hard,0,0.17
74,math_counting_and_prob_hard,0,0.24
102,math_counting_and_prob_hard,0,0.29
8,math_counting_and_prob_hard,0,0.1
14,math_counting_and_prob_hard,0,0.19
6,math_counting_and_prob_hard,0,0.37
62,math_counting_and_prob_hard,0,0.12
55,math_counting_and_prob_hard,0,0.36
11,math_counting_and_prob_hard,0,0.04
88,math_counting_and_prob_hard,0,0.13
118,math_counting_and_prob_hard,0,0.02
48,math_counting_and_prob_hard,0,0.06
105,math_counting_and_prob_hard,0,0.12
121,math_counting_and_prob_hard,0,0.11
1,math_counting_and_prob_hard,0,0.14
77,math_counting_and_prob_hard,0,0.09
92,math_counting_and_prob_hard,0,0.18
120,math_counting_and_prob_hard,0,0.09
112,math_counting_and_prob_hard,0,0.03
75,math_counting_and_prob_hard,0,0.1
29,math_counting_and_prob_hard,0,0.03
17,math_counting_and_prob_hard,0,0.59
64,math_counting_and_prob_hard,0,0.06
111,math_counting_and_prob_hard,0,0.04
120,math_geometry_hard,0,0.05
70,math_geometry_hard,0,0.01
123,math_geometry_hard,0,0.03
47,math_geometry_hard,0,0.01
79,math_geometry_hard,0,1.0
25,math_geometry_hard,0,0.14
9,math_geometry_hard,0,0.18
115,math_geometry_hard,0,0.15
46,math_geometry_hard,0,0.04
65,math_geometry_hard,0,0.01
117,math_geometry_hard,0,0.03
97,math_geometry_hard,0,0.02
124,math_geometry_hard,0,0.01
52,math_geometry_hard,0,0.35
108,math_geometry_hard,0,0.1
112,math_geometry_hard,0,0.28
5,math_geometry_hard,0,0.09
13,math_geometry_hard,0,0.16
7,math_geometry_hard,0,0.04
107,math_geometry_hard,0,0.11
125,math_geometry_hard,0,0.01
50,math_geometry_hard,0,0.03
20,math_geometry_hard,0,0.03
24,math_geometry_hard,0,0.01
102,math_geometry_hard,0,0.04
63,math_geometry_hard,0,0.05
12,math_geometry_hard,0,0.02
84,math_geometry_hard,0,0.19
41,math_geometry_hard,0,0.04
86,math_geometry_hard,0,0.07
81,math_geometry_hard,0,0.0
72,math_geometry_hard,0,0.28
30,math_geometry_hard,0,0.08
21,math_geometry_hard,0,0.03
89,math_geometry_hard,0,0.03
118,math_geometry_hard,0,0.05
83,math_geometry_hard,0,0.03
71,math_geometry_hard,0,0.11
60,math_geometry_hard,0,0.05
129,math_geometry_hard,0,0.03
4,math_geometry_hard,0,0.01
77,math_geometry_hard,0,0.04
106,math_geometry_hard,0,0.03
67,math_geometry_hard,0,0.16
94,math_geometry_hard,0,0.01
32,math_geometry_hard,0,0.12
80,math_geometry_hard,0,0.02
113,math_geometry_hard,0,0.14
2,math_geometry_hard,0,0.09
109,math_geometry_hard,0,0.25
57,math_geometry_hard,0,0.19
34,math_geometry_hard,0,0.04
27,math_geometry_hard,0,0.06
104,math_geometry_hard,0,0.0
17,math_geometry_hard,0,0.01
40,math_geometry_hard,0,0.07
43,math_geometry_hard,0,0.34
85,math_geometry_hard,0,0.15
66,math_geometry_hard,0,0.21
103,math_geometry_hard,0,0.19
45,math_geometry_hard,0,0.0
54,math_geometry_hard,0,0.04
111,math_geometry_hard,0,0.05
18,math_geometry_hard,0,1.0
78,math_geometry_hard,0,0.14
33,math_geometry_hard,0,0.07
119,math_geometry_hard,0,0.31
15,math_geometry_hard,0,0.03
44,math_geometry_hard,0,0.04
93,math_geometry_hard,0,0.04
10,math_geometry_hard,0,0.02
19,math_geometry_hard,0,0.03
55,math_geometry_hard,0,0.05
51,math_geometry_hard,0,0.13
37,math_geometry_hard,0,0.01
110,math_geometry_hard,0,0.08
38,math_geometry_hard,0,0.01
35,math_geometry_hard,0,0.08
64,math_geometry_hard,0,0.1
23,math_geometry_hard,0,0.09
22,math_geometry_hard,0,0.11
48,math_geometry_hard,0,0.06
14,math_geometry_hard,0,0.14
62,math_geometry_hard,0,0.06
8,math_geometry_hard,0,0.24
127,math_geometry_hard,0,0.26
92,math_geometry_hard,0,0.16
6,math_geometry_hard,0,1.0
74,math_geometry_hard,0,0.07
126,math_geometry_hard,0,0.35
128,math_geometry_hard,0,0.11
3,math_geometry_hard,0,0.09
11,math_geometry_hard,0,0.03
100,math_geometry_hard,0,0.23
121,math_geometry_hard,0,0.06
88,math_geometry_hard,0,0.07
68,math_geometry_hard,0,0.03
131,math_geometry_hard,0,1.0
87,math_geometry_hard,0,0.12
122,math_geometry_hard,0,0.03
69,math_geometry_hard,0,0.25
116,math_geometry_hard,0,0.07
59,math_geometry_hard,0,0.02
130,math_geometry_hard,0,0.11
53,math_geometry_hard,0,0.04
85,math_intermediate_algebra_hard,0,0.04
171,math_intermediate_algebra_hard,0,0.02
183,math_intermediate_algebra_hard,0,0.02
6,math_intermediate_algebra_hard,0,0.03
74,math_intermediate_algebra_hard,0,0.01
138,math_intermediate_algebra_hard,0,0.03
90,math_intermediate_algebra_hard,0,0.03
272,math_intermediate_algebra_hard,0,0.0
218,math_intermediate_algebra_hard,0,0.04
105,math_intermediate_algebra_hard,0,0.05
20,math_intermediate_algebra_hard,0,0.11
116,math_intermediate_algebra_hard,0,0.0
207,math_intermediate_algebra_hard,0,0.04
273,math_intermediate_algebra_hard,0,0.0
263,math_intermediate_algebra_hard,0,0.09
208,math_intermediate_algebra_hard,0,0.04
36,math_intermediate_algebra_hard,0,0.06
21,math_intermediate_algebra_hard,0,0.13
243,math_intermediate_algebra_hard,0,0.02
103,math_intermediate_algebra_hard,0,0.02
14,math_intermediate_algebra_hard,0,0.04
190,math_intermediate_algebra_hard,0,0.02
29,math_intermediate_algebra_hard,0,0.06
236,math_intermediate_algebra_hard,0,0.12
192,math_intermediate_algebra_hard,0,0.02
70,math_intermediate_algebra_hard,0,0.12
4,math_intermediate_algebra_hard,0,0.1
126,math_intermediate_algebra_hard,0,0.07
101,math_intermediate_algebra_hard,0,0.03
181,math_intermediate_algebra_hard,0,0.11
152,math_intermediate_algebra_hard,0,0.2
161,math_intermediate_algebra_hard,0,0.02
94,math_intermediate_algebra_hard,0,0.0
269,math_intermediate_algebra_hard,0,0.04
222,math_intermediate_algebra_hard,0,0.1
177,math_intermediate_algebra_hard,0,0.07
242,math_intermediate_algebra_hard,0,0.01
69,math_intermediate_algebra_hard,0,0.06
15,math_intermediate_algebra_hard,0,0.2
61,math_intermediate_algebra_hard,0,0.08
227,math_intermediate_algebra_hard,0,0.04
197,math_intermediate_algebra_hard,0,0.02
64,math_intermediate_algebra_hard,0,0.06
12,math_intermediate_algebra_hard,0,0.03
65,math_intermediate_algebra_hard,0,0.03
167,math_intermediate_algebra_hard,0,0.08
72,math_intermediate_algebra_hard,0,0.16
22,math_intermediate_algebra_hard,0,0.03
241,math_intermediate_algebra_hard,0,0.0
120,math_intermediate_algebra_hard,0,0.03
27,math_intermediate_algebra_hard,0,0.08
202,math_intermediate_algebra_hard,0,0.21
188,math_intermediate_algebra_hard,0,0.06
41,math_intermediate_algebra_hard,0,0.02
95,math_intermediate_algebra_hard,0,0.12
33,math_intermediate_algebra_hard,0,0.05
62,math_intermediate_algebra_hard,0,0.02
252,math_intermediate_algebra_hard,0,0.07
47,math_intermediate_algebra_hard,0,0.04
271,math_intermediate_algebra_hard,0,0.05
175,math_intermediate_algebra_hard,0,0.03
186,math_intermediate_algebra_hard,0,0.07
245,math_intermediate_algebra_hard,0,0.19
25,math_intermediate_algebra_hard,0,0.08
119,math_intermediate_algebra_hard,0,0.02
87,math_intermediate_algebra_hard,0,0.08
107,math_intermediate_algebra_hard,0,0.05
24,math_intermediate_algebra_hard,0,0.09
130,math_intermediate_algebra_hard,0,0.06
234,math_intermediate_algebra_hard,0,0.02
112,math_intermediate_algebra_hard,0,0.03
28,math_intermediate_algebra_hard,0,0.0
35,math_intermediate_algebra_hard,0,0.03
39,math_intermediate_algebra_hard,0,0.17
91,math_intermediate_algebra_hard,0,0.03
176,math_intermediate_algebra_hard,0,0.04
121,math_intermediate_algebra_hard,0,0.04
46,math_intermediate_algebra_hard,0,0.05
265,math_intermediate_algebra_hard,0,0.05
97,math_intermediate_algebra_hard,0,0.06
209,math_intermediate_algebra_hard,0,0.03
278,math_intermediate_algebra_hard,0,0.04
254,math_intermediate_algebra_hard,0,0.06
50,math_intermediate_algebra_hard,0,0.12
262,math_intermediate_algebra_hard,0,0.05
169,math_intermediate_algebra_hard,0,0.08
73,math_intermediate_algebra_hard,0,0.02
80,math_intermediate_algebra_hard,0,0.06
251,math_intermediate_algebra_hard,0,0.02
246,math_intermediate_algebra_hard,0,0.05
63,math_intermediate_algebra_hard,0,0.03
180,math_intermediate_algebra_hard,0,0.02
134,math_intermediate_algebra_hard,0,0.06
58,math_intermediate_algebra_hard,0,0.05
224,math_intermediate_algebra_hard,0,0.04
5,math_intermediate_algebra_hard,0,0.06
124,math_intermediate_algebra_hard,0,0.06
213,math_intermediate_algebra_hard,0,0.03
147,math_intermediate_algebra_hard,0,0.06
11,math_intermediate_algebra_hard,0,0.03
68,math_intermediate_algebra_hard,0,0.01
60,math_intermediate_algebra_hard,0,0.04
49,math_intermediate_algebra_hard,0,0.03
117,math_intermediate_algebra_hard,0,0.03
159,math_intermediate_algebra_hard,0,0.11
136,math_intermediate_algebra_hard,0,0.05
122,math_intermediate_algebra_hard,0,0.11
137,math_intermediate_algebra_hard,0,0.05
230,math_intermediate_algebra_hard,0,0.01
45,math_intermediate_algebra_hard,0,0.08
216,math_intermediate_algebra_hard,0,0.17
149,math_intermediate_algebra_hard,0,0.0
32,math_intermediate_algebra_hard,0,0.04
16,math_intermediate_algebra_hard,0,0.07
13,math_intermediate_algebra_hard,0,0.08
237,math_intermediate_algebra_hard,0,0.05
276,math_intermediate_algebra_hard,0,0.07
30,math_intermediate_algebra_hard,0,0.01
195,math_intermediate_algebra_hard,0,0.05
235,math_intermediate_algebra_hard,0,0.04
51,math_intermediate_algebra_hard,0,0.06
232,math_intermediate_algebra_hard,0,0.04
99,math_intermediate_algebra_hard,0,0.11
110,math_intermediate_algebra_hard,0,0.06
77,math_intermediate_algebra_hard,0,0.08
199,math_intermediate_algebra_hard,0,0.08
268,math_intermediate_algebra_hard,0,0.07
217,math_intermediate_algebra_hard,0,0.09
179,math_intermediate_algebra_hard,0,0.14
109,math_intermediate_algebra_hard,0,0.0
102,math_intermediate_algebra_hard,0,0.02
2,math_intermediate_algebra_hard,0,0.02
54,math_intermediate_algebra_hard,0,0.21
274,math_intermediate_algebra_hard,0,0.06
151,math_intermediate_algebra_hard,0,0.08
133,math_intermediate_algebra_hard,0,0.02
52,math_intermediate_algebra_hard,0,0.06
210,math_intermediate_algebra_hard,0,0.0
163,math_intermediate_algebra_hard,0,0.06
165,math_intermediate_algebra_hard,0,0.05
125,math_intermediate_algebra_hard,0,0.21
240,math_intermediate_algebra_hard,0,0.17
184,math_intermediate_algebra_hard,0,0.06
178,math_intermediate_algebra_hard,0,0.04
1,math_intermediate_algebra_hard,0,0.11
266,math_intermediate_algebra_hard,0,0.11
140,math_intermediate_algebra_hard,0,0.07
212,math_intermediate_algebra_hard,0,0.04
154,math_intermediate_algebra_hard,0,0.08
219,math_intermediate_algebra_hard,0,0.02
158,math_intermediate_algebra_hard,0,0.0
43,math_intermediate_algebra_hard,0,0.01
98,math_intermediate_algebra_hard,0,0.07
118,math_intermediate_algebra_hard,0,0.02
238,math_intermediate_algebra_hard,0,0.0
203,math_intermediate_algebra_hard,0,0.0
37,math_intermediate_algebra_hard,0,0.01
279,math_intermediate_algebra_hard,0,0.06
260,math_intermediate_algebra_hard,0,0.01
115,math_intermediate_algebra_hard,0,0.06
201,math_intermediate_algebra_hard,0,0.09
123,math_intermediate_algebra_hard,0,0.03
83,math_intermediate_algebra_hard,0,0.01
229,math_intermediate_algebra_hard,0,0.03
196,math_intermediate_algebra_hard,0,0.06
71,math_intermediate_algebra_hard,0,0.03
277,math_intermediate_algebra_hard,0,0.03
57,math_intermediate_algebra_hard,0,0.01
267,math_intermediate_algebra_hard,0,0.16
106,math_intermediate_algebra_hard,0,0.0
48,math_intermediate_algebra_hard,0,0.15
255,math_intermediate_algebra_hard,0,0.11
131,math_intermediate_algebra_hard,0,0.01
220,math_intermediate_algebra_hard,0,0.03
76,math_intermediate_algebra_hard,0,0.07
153,math_intermediate_algebra_hard,0,0.12
104,math_intermediate_algebra_hard,0,0.04
145,math_intermediate_algebra_hard,0,0.02
92,math_intermediate_algebra_hard,0,0.07
144,math_intermediate_algebra_hard,0,0.05
150,math_intermediate_algebra_hard,0,0.03
132,math_intermediate_algebra_hard,0,0.02
264,math_intermediate_algebra_hard,0,0.14
96,math_intermediate_algebra_hard,0,0.02
228,math_intermediate_algebra_hard,0,1.0
200,math_intermediate_algebra_hard,0,0.1
7,math_intermediate_algebra_hard,0,0.06
26,math_intermediate_algebra_hard,0,0.03
214,math_intermediate_algebra_hard,0,0.11
253,math_intermediate_algebra_hard,0,0.13
100,math_intermediate_algebra_hard,0,0.04
84,math_intermediate_algebra_hard,0,0.07
156,math_intermediate_algebra_hard,0,0.1
111,math_intermediate_algebra_hard,0,0.09
129,math_intermediate_algebra_hard,0,0.03
82,math_intermediate_algebra_hard,0,0.02
168,math_intermediate_algebra_hard,0,0.06
113,math_intermediate_algebra_hard,0,0.02
108,math_intermediate_algebra_hard,0,0.0
247,math_intermediate_algebra_hard,0,0.16
17,math_intermediate_algebra_hard,0,0.02
198,math_intermediate_algebra_hard,0,0.01
86,math_intermediate_algebra_hard,0,0.13
142,math_intermediate_algebra_hard,0,0.03
23,math_intermediate_algebra_hard,0,0.05
89,math_intermediate_algebra_hard,0,0.17
270,math_intermediate_algebra_hard,0,0.1
79,math_intermediate_algebra_hard,0,0.05
172,math_intermediate_algebra_hard,0,0.1
257,math_intermediate_algebra_hard,0,0.02
8,math_intermediate_algebra_hard,0,0.19
185,math_intermediate_algebra_hard,0,0.01
244,math_intermediate_algebra_hard,0,0.04
93,math_intermediate_algebra_hard,0,0.06
194,math_intermediate_algebra_hard,0,0.07
128,math_intermediate_algebra_hard,0,0.05
221,math_intermediate_algebra_hard,0,0.01
174,math_intermediate_algebra_hard,0,0.0
204,math_intermediate_algebra_hard,0,0.0
239,math_intermediate_algebra_hard,0,0.03
88,math_intermediate_algebra_hard,0,0.01
55,math_intermediate_algebra_hard,0,0.09
19,math_intermediate_algebra_hard,0,0.08
166,math_intermediate_algebra_hard,0,0.06
147,math_num_theory_hard,0,0.06
128,math_num_theory_hard,0,0.06
57,math_num_theory_hard,0,0.01
123,math_num_theory_hard,0,0.07
41,math_num_theory_hard,0,0.02
6,math_num_theory_hard,0,0.03
153,math_num_theory_hard,0,0.03
143,math_num_theory_hard,0,0.28
120,math_num_theory_hard,0,0.09
89,math_num_theory_hard,0,0.09
92,math_num_theory_hard,0,0.1
85,math_num_theory_hard,0,0.02
131,math_num_theory_hard,0,0.03
8,math_num_theory_hard,0,0.01
82,math_num_theory_hard,0,0.09
68,math_num_theory_hard,0,0.04
13,math_num_theory_hard,0,0.02
84,math_num_theory_hard,0,0.02
31,math_num_theory_hard,0,0.09
145,math_num_theory_hard,0,0.13
88,math_num_theory_hard,0,0.06
47,math_num_theory_hard,0,0.24
112,math_num_theory_hard,0,0.03
152,math_num_theory_hard,0,0.02
16,math_num_theory_hard,0,0.07
36,math_num_theory_hard,0,0.02
121,math_num_theory_hard,0,0.04
20,math_num_theory_hard,0,0.05
30,math_num_theory_hard,0,0.11
142,math_num_theory_hard,0,0.01
107,math_num_theory_hard,0,0.05
74,math_num_theory_hard,0,0.05
49,math_num_theory_hard,0,0.1
37,math_num_theory_hard,0,0.21
113,math_num_theory_hard,0,0.18
100,math_num_theory_hard,0,0.1
93,math_num_theory_hard,0,0.0
12,math_num_theory_hard,0,0.08
150,math_num_theory_hard,0,0.19
102,math_num_theory_hard,0,0.04
51,math_num_theory_hard,0,0.32
35,math_num_theory_hard,0,0.01
15,math_num_theory_hard,0,0.04
52,math_num_theory_hard,0,0.37
71,math_num_theory_hard,0,0.06
45,math_num_theory_hard,0,0.12
65,math_num_theory_hard,0,0.05
3,math_num_theory_hard,0,0.01
67,math_num_theory_hard,0,0.0
24,math_num_theory_hard,0,0.04
111,math_num_theory_hard,0,0.1
140,math_num_theory_hard,0,0.03
1,math_num_theory_hard,0,0.01
95,math_num_theory_hard,0,0.21
69,math_num_theory_hard,0,0.03
141,math_num_theory_hard,0,0.01
127,math_num_theory_hard,0,0.12
