id,prompt,target
66,"Which of the following is a humorous edit of this artist or movie name: 'planet of the apes'?
Options:
(A) planet of the ales
(B) planet of the ape
(C) planet of the apoes
(D) plrnet of the apes",(A)
68,"Which of the following is a humorous edit of this artist or movie name: 'reservoir dogs'?
Options:
(A) reservoir dog
(B) reservoirzdogs
(C) reservojr dogs
(D) reservoir bogs",(D)
70,"Which of the following is a humorous edit of this artist or movie name: 'bridge of spies'?
Options:
(A) bridge of spivs
(B) bridges of spies
(C) brikge of spies
(D) bridge off spies",(A)
72,"Which of the following is a humorous edit of this artist or movie name: 'the godfather'?
Options:
(A) the godfatrer
(B) the gobfather
(C) the godfathers
(D) thae godfather",(B)
74,"Which of the following is a humorous edit of this artist or movie name: 'fast and furious'?
Options:
(A) fast andm furious
(B) last and furious
(C) fast yand furious
(D) fast and furuous",(B)
76,"Which of the following is a humorous edit of this artist or movie name: 'depeche mode'?
Options:
(A) depecxhe mode
(B) depeche hmode
(C) depeche mole
(D) depeche gmode",(C)
78,"Which of the following is a humorous edit of this artist or movie name: 'the departed'?
Options:
(A) the deprarted
(B) the dephrted
(C) the dearted
(D) the defarted",(D)
80,"Which of the following is a humorous edit of this artist or movie name: 'the avengers'?
Options:
(A) toe avengers
(B) the avjngers
(C) thes avengers
(D) the avengegs",(A)
82,"Which of the following is a humorous edit of this artist or movie name: 'weezer'?
Options:
(A) weezej
(B) weepzer
(C) tweezer
(D) wemezer",(C)
84,"Which of the following is a humorous edit of this artist or movie name: 'babs'?
Options:
(A) jabs
(B) bab
(C) bibs
(D) baubs",(A)
86,"Which of the following is a humorous edit of this artist or movie name: 'animal farm'?
Options:
(A) animal fart
(B) anidal farm
(C) animalofarm
(D) animal fagm",(A)
88,"Which of the following is a humorous edit of this artist or movie name: 'kiss'?
Options:
(A) ktiss
(B) ukiss
(C) piss
(D) kfss",(C)
90,"Which of the following is a humorous edit of this artist or movie name: 'en vogue'?
Options:
(A) eon vogue
(B) en vogbue
(C) en vfogue
(D) en rogue",(D)
92,"Which of the following is a humorous edit of this artist or movie name: 'the girl with all the gifts'?
Options:
(A) the girl with all the grifts
(B) the girl with alf the gifts
(C) the girl with iall the gifts
(D) the girl with all thke gifts",(A)
94,"Which of the following is a humorous edit of this artist or movie name: 'the jam'?
Options:
(A) the jams
(B) the ljam
(C) the jar
(D) the ham",(C)
96,"Which of the following is a humorous edit of this artist or movie name: 'gone with the wind'?
Options:
(A) gowne with the wind
(B) gone with the wand
(C) gone with the wing
(D) gone witth the wind",(B)
98,"Which of the following is a humorous edit of this artist or movie name: 'belle and sebastian'?
Options:
(A) belle and sebasrtian
(B) belly and sebastian
(C) belle and sebajtian
(D) ibelle and sebastian",(B)
100,"Which of the following is a humorous edit of this artist or movie name: 'the battle of britain'?
Options:
(A) the battles of britain
(B) the cattle of britain
(C) the battle ofkbritain
(D) thke battle of britain",(B)
102,"Which of the following is a humorous edit of this artist or movie name: 'suicide squad'?
Options:
(A) suicide squad
(B) sunicide squad
(C) suicide squid
(D) suicideu squad",(C)
104,"Which of the following is a humorous edit of this artist or movie name: 'sleepless in seattle'?
Options:
(A) sleepless in settle
(B) sleeplekss in seattle
(C) sleepless in peattle
(D) sheepless in seattle",(D)
106,"Which of the following is a humorous edit of this artist or movie name: 'the man with the golden gun'?
Options:
(A) the man with the golden bun
(B) the men with the golden gun
(C) the man withethe golden gun
(D) the dan with the golden gun",(A)
108,"Which of the following is a humorous edit of this artist or movie name: 'missy elliott'?
Options:
(A) pissy elliott
(B) missywelliott
(C) missy eltliott
(D) mibssy elliott",(A)
110,"Which of the following is a humorous edit of this artist or movie name: 'dirty dancing'?
Options:
(A) dirty danqcing
(B) dirty lancing
(C) djrty dancing
(D) dirty cancing",(B)
112,"Which of the following is a humorous edit of this artist or movie name: 'a bridge too far'?
Options:
(A) a bridge toe far
(B) a bridge top far
(C) a bridge too fat
(D) a bfridge too far",(C)
114,"Which of the following is a humorous edit of this artist or movie name: 'night club'?
Options:
(A) light club
(B) nigut club
(C) night cslub
(D) nigdht club",(A)
116,"Which of the following is a humorous edit of this artist or movie name: 'batman begins'?
Options:
(A) barman begins
(B) batman bewins
(C) hatman begins
(D) batman begin",(C)
118,"Which of the following is a humorous edit of this artist or movie name: 'calamity jane'?
Options:
(A) calamity jyane
(B) aalamity jane
(C) calamity june
(D) calamitf jane",(C)
120,"Which of the following is a humorous edit of this artist or movie name: 'the cult'?
Options:
(A) the colt
(B) dthe cult
(C) the cut
(D) hhe cult",(A)
122,"Which of the following is a humorous edit of this artist or movie name: 'counting crows'?
Options:
(A) mounting crows
(B) coufting crows
(C) counting crowj
(D) counting brows",(D)
124,"Which of the following is a humorous edit of this artist or movie name: 'jungle book'?
Options:
(A) jingle book
(B) jundgle book
(C) junxle book
(D) jungleg book",(A)
126,"Which of the following is a humorous edit of this artist or movie name: 'blade'?
Options:
(A) blades
(B) blkade
(C) slade
(D) blaqe",(C)
128,"Which of the following is a humorous edit of this artist or movie name: 'green day'?
Options:
(A) green pay
(B) green dad
(C) green dazy
(D) groeen day",(B)
130,"Which of the following is a humorous edit of this artist or movie name: 'the artist'?
Options:
(A) thw artist
(B) kthe artist
(C) xthe artist
(D) toe artist",(D)
132,"Which of the following is a humorous edit of this artist or movie name: 'blade runner'?
Options:
(A) brlade runner
(B) blate runner
(C) jblade runner
(D) blade rknner",(B)
134,"Which of the following is a humorous edit of this artist or movie name: 'hope floats'?
Options:
(A) hopes floats
(B) pope floats
(C) hope float
(D) hopge floats",(B)
136,"Which of the following is a humorous edit of this artist or movie name: 'schindler's list'?
Options:
(A) schindler's lift
(B) schindler's list
(C) schindlerm's list
(D) schindler's liit",(A)
138,"Which of the following is a humorous edit of this artist or movie name: 'news of the world'?
Options:
(A) new of the world
(B) news of thte world
(C) newt of the world
(D) news ofwthe world",(C)
140,"Which of the following is a humorous edit of this artist or movie name: 'the beatles'?
Options:
(A) the beatlis
(B) the beagles
(C) the ubeatles
(D) the beatlies",(B)
142,"Which of the following is a humorous edit of this artist or movie name: 'hank williams'?
Options:
(A) hank willianms
(B) hank williyams
(C) dank williams
(D) hanqk williams",(C)
144,"Which of the following is a humorous edit of this artist or movie name: 'rita, sue and bob too'?
Options:
(A) rita, sue and bob too
(B) rita, sue and bob poo
(C) rita, sue and box too
(D) rita,y sue and bob too",(B)
146,"Which of the following is a humorous edit of this artist or movie name: 'the sound of music'?
Options:
(A) the sound of muasic
(B) them sound of music
(C) the hound of music
(D) the ssund of music",(C)
148,"Which of the following is a humorous edit of this artist or movie name: 'my fair lady'?
Options:
(A) my fair laddy
(B) my fmair lady
(C) my faird lady
(D) my fair laady",(A)
150,"Which of the following is a humorous edit of this artist or movie name: 'the longest day'?
Options:
(A) the long est day
(B) the longest sday
(C) the longest days
(D) the longesb day",(A)
152,"Which of the following is a humorous edit of this artist or movie name: 'star wars'?
Options:
(A) stars wars
(B) stat wars
(C) star wwars
(D) star warg",(B)
154,"Which of the following is a humorous edit of this artist or movie name: '12 angry men'?
Options:
(A) 2 angry men
(B) 12 angry mhen
(C) 12oangry men
(D) 12 hangry men",(D)
156,"Which of the following is a humorous edit of this artist or movie name: 'men in black'?
Options:
(A) hen in black
(B) man in black
(C) hmen in black
(D) men ib black",(A)
158,"Which of the following is a humorous edit of this artist or movie name: 'raging bull'?
Options:
(A) raging bulls
(B) rating bull
(C) ragingzbull
(D) raging dull",(D)
160,"Which of the following is a humorous edit of this artist or movie name: 'thin lizzy'?
Options:
(A) ghin lizzy
(B) thiny lizzy
(C) thin lpzzy
(D) thin fizzy",(D)
162,"Which of the following is a humorous edit of this artist or movie name: 'citizen kane'?
Options:
(A) citizen kale
(B) citizey kane
(C) citsizen kane
(D) citizen kahne",(A)
164,"Which of the following is a humorous edit of this artist or movie name: 'the sum of all fears'?
Options:
(A) the sudm of all fears
(B) the mum of all fears
(C) the sums of all fears
(D) the sum of all fear",(B)
166,"Which of the following is a humorous edit of this artist or movie name: 'the abyss'?
Options:
(A) toe abyss
(B) thehabyss
(C) the aboss
(D) tse abyss",(A)
168,"Which of the following is a humorous edit of this artist or movie name: 'sex pistols'?
Options:
(A) six pistols
(B) sex pistols
(C) sex pibtols
(D) sex pistoils",(A)
170,"Which of the following is a humorous edit of this artist or movie name: 'black panther'?
Options:
(A) bliack panther
(B) block panther
(C) black panthers
(D) black panthek",(B)
172,"Which of the following is a humorous edit of this artist or movie name: 'foo fighters'?
Options:
(A) foo fwighters
(B) foo fighter
(C) foo fixhters
(D) food fighters",(D)
174,"Which of the following is a humorous edit of this artist or movie name: 'diana ross and the supremes'?
Options:
(A) diana ross nand the supremes
(B) diana dross and the supremes
(C) diana ross and pthe supremes
(D) diana rosts and the supremes",(B)
176,"Which of the following is a humorous edit of this artist or movie name: 'godzilla vs. kong'?
Options:
(A) godzillas vs. kong
(B) godzilla as. kong
(C) gozilla vs. kong
(D) godzilla vs. bong",(D)
178,"Which of the following is a humorous edit of this artist or movie name: 'the green mile'?
Options:
(A) the green milk
(B) the greenzmile
(C) the geen mile
(D) the gdreen mile",(A)
180,"Which of the following is a humorous edit of this artist or movie name: 'live and let die'?
Options:
(A) liee and let die
(B) live and let diet
(C) eive and let die
(D) live and let dzie",(B)
182,"Which of the following is a humorous edit of this artist or movie name: 'snow patrol'?
Options:
(A) snot patrol
(B) snow pqtrol
(C) snow patrol
(D) snow paztrol",(A)
184,"Which of the following is a humorous edit of this artist or movie name: 'state champs'?
Options:
(A) state champ
(B) statek champs
(C) state cqhamps
(D) state chumps",(D)
186,"Which of the following is a humorous edit of this artist or movie name: 'full metal jacket'?
Options:
(A) fullmmetal jacket
(B) full mpetal jacket
(C) full metal jactet
(D) dull metal jacket",(D)
188,"Which of the following is a humorous edit of this artist or movie name: 'the bay city rollers'?
Options:
(A) the baby city rollers
(B) the bay city rolleyrs
(C) tce bay city rollers
(D) the bay ciby rollers",(A)
190,"Which of the following is a humorous edit of this artist or movie name: 'the gap band'?
Options:
(A) the lap band
(B) thwe gap band
(C) thn gap band
(D) the gap bannd",(A)
192,"Which of the following is a humorous edit of this artist or movie name: 'the fall of the house of usher'?
Options:
(A) the zall of the house of usher
(B) the fall of the louse of usher
(C) the fall of tce house of usher
(D) the fall of the houses of usher",(B)
194,"Which of the following is a humorous edit of this artist or movie name: 'run dmc'?
Options:
(A) runxdmc
(B) rqn dmc
(C) run dac
(D) run dnc",(D)
196,"Which of the following is a humorous edit of this artist or movie name: 'drag me to hell'?
Options:
(A) drag me to help
(B) drags me to hell
(C) drag mge to hell
(D) mrag me to hell",(A)
198,"Which of the following is a humorous edit of this artist or movie name: 'paul oakenfold'?
Options:
(A) paul joakenfold
(B) paul oakenfod
(C) paull oakenfold
(D) paul oakenfdold",(A)
200,"Which of the following is a humorous edit of this artist or movie name: 'a tribe called quest'?
Options:
(A) a tribe valled quests
(B) a tribe callew quest
(C) a tribe called queso
(D) a tribe callel quest",(C)
202,"Which of the following is a humorous edit of this artist or movie name: 'the wizard of oz'?
Options:
(A) the wizards of oz
(B) the wvzard of oz
(C) the lizard of oz
(D) the widzard of oz",(C)
204,"Which of the following is a humorous edit of this artist or movie name: 'the third man'?
Options:
(A) the third mans
(B) the third men
(C) the jhird man
(D) the third nan",(D)
206,"Which of the following is a humorous edit of this artist or movie name: 'notting hill'?
Options:
(A) notting hills
(B) nothing hill
(C) nottirg hill
(D) notting hill",(B)
208,"Which of the following is a humorous edit of this artist or movie name: 'foo fighters'?
Options:
(A) poo fighters
(B) foo uighters
(C) foo fxghters
(D) foo faghters",(A)
210,"Which of the following is a humorous edit of this artist or movie name: 'soundgarden'?
Options:
(A) foundgarden
(B) sounhgarden
(C) soundgardew
(D) sojndgarden",(A)
212,"Which of the following is a humorous edit of this artist or movie name: 'blur'?
Options:
(A) blux
(B) bldur
(C) tlur
(D) blub",(D)
214,"Which of the following is a humorous edit of this artist or movie name: 'trolls'?
Options:
(A) qtrolls
(B) trells
(C) trollb
(D) trills",(D)
216,"Which of the following is a humorous edit of this artist or movie name: '3:10 to yuma'?
Options:
(A) 3:10 tou yuma
(B) 3:k0 to yuma
(C) 3:10 to duma
(D) 3:10 to yumga",(C)
218,"Which of the following is a humorous edit of this artist or movie name: 'night of the demons'?
Options:
(A) nights of the demons
(B) night of the demon
(C) nighkt of the demons
(D) night of the lemons",(D)
220,"Which of the following is a humorous edit of this artist or movie name: 'blur'?
Options:
(A) ublur
(B) blue
(C) blucr
(D) blnur",(B)
222,"Which of the following is a humorous edit of this artist or movie name: 'singin' in the rain'?
Options:
(A) silgin' in the rain
(B) singint in the rain
(C) singin' in the ruin
(D) sizngin' in the rain",(C)
224,"Which of the following is a humorous edit of this artist or movie name: 'born free'?
Options:
(A) barn free
(B) bsrn free
(C) born flee
(D) bornqfree",(C)
226,"Which of the following is a humorous edit of this artist or movie name: 'jojo rabbit'?
Options:
(A) mojo rabbit
(B) jojo vrabbit
(C) jojo rababit
(D) jojvo rabbit",(A)
228,"Which of the following is a humorous edit of this artist or movie name: 'thunder road'?
Options:
(A) thunder koad
(B) thunder toad
(C) thuider road
(D) thunder iroad",(B)
230,"Which of the following is a humorous edit of this artist or movie name: 'deadpool'?
Options:
(A) deadpowol
(B) deadfool
(C) ndeadpool
(D) dveadpool",(B)
232,"Which of the following is a humorous edit of this artist or movie name: 'steely dan'?
Options:
(A) steely dans
(B) stveely dan
(C) steely yan
(D) steely man",(D)
234,"Which of the following is a humorous edit of this artist or movie name: 'the stone roses'?
Options:
(A) the stone rosees
(B) the stone ropes
(C) ths stone roses
(D) the stone zroses",(B)
236,"Which of the following is a humorous edit of this artist or movie name: 'billy idol'?
Options:
(A) billy imdol
(B) lbilly idol
(C) pbilly idol
(D) billy midol",(D)
238,"Which of the following is a humorous edit of this artist or movie name: 'sex pistols'?
Options:
(A) sex fistols
(B) sex pisthls
(C) skx pistols
(D) sex piwtols",(A)
240,"Which of the following is a humorous edit of this artist or movie name: 'it's a wonderful life'?
Options:
(A) it's a wonderful line
(B) it's a londerful life
(C) it's a wonderful lifr
(D) it's a wonderful libfe",(A)
242,"Which of the following is a humorous edit of this artist or movie name: 'witness'?
Options:
(A) witsess
(B) wetness
(C) wimness
(D) witnpss",(B)
244,"Which of the following is a humorous edit of this artist or movie name: 'panic! at the disco'?
Options:
(A) panic! at the cisco
(B) panic! at the discos
(C) panic! at thexdisco
(D) panic! art the disco",(A)
246,"Which of the following is a humorous edit of this artist or movie name: 'the police'?
Options:
(A) the polixce
(B) the poplice
(C) the polece
(D) the polite",(D)
248,"Which of the following is a humorous edit of this artist or movie name: 'toto'?
Options:
(A) thto
(B) tioto
(C) totco
(D) tote",(D)
1,"Which of the following is a humorous edit of this artist or movie name: 'the dark knight rises'?
Options:
(A) the bark knight rises
(B) thetdark knight rises
(C) the dork knight rises
(D) the dark kniggt rises",(C)
3,"Which of the following is a humorous edit of this artist or movie name: 'the third man'?
Options:
(A) the third men
(B) the trird man
(C) thed third man
(D) the third pan",(D)
5,"Which of the following is a humorous edit of this artist or movie name: 'paul revere and the raiders'?
Options:
(A) paul rfevere and the raiders
(B) paul severe and the raiders
(C) mpaul revere and the raiders
(D) paul erevere and the raiders",(B)
7,"Which of the following is a humorous edit of this artist or movie name: 'guns n' roses'?
Options:
(A) gunh n' roses
(B) guns n' ropes
(C) guns n'z roses
(D) guns n' hoses",(D)
9,"Which of the following is a humorous edit of this artist or movie name: 'hellboy'?
Options:
(A) hellbby
(B) hpllboy
(C) cellboy
(D) hellbfoy",(C)
11,"Which of the following is a humorous edit of this artist or movie name: 'the who!'?
Options:
(A) the waho!
(B) xhe who!
(C) the why!
(D) trhe who!",(C)
13,"Which of the following is a humorous edit of this artist or movie name: 'the three stooges'?
Options:
(A) the three stmooges
(B) the three snooges
(C) the three suooges
(D) the three stodges",(D)
15,"Which of the following is a humorous edit of this artist or movie name: 'boyz 2 men'?
Options:
(A) boyz 2 mewn
(B) boyz 2 ben
(C) toyz 2 men
(D) boiz 2 men",(C)
17,"Which of the following is a humorous edit of this artist or movie name: 'joy division'?
Options:
(A) job division
(B) jxoy division
(C) toy division
(D) joy divvision",(C)
19,"Which of the following is a humorous edit of this artist or movie name: 'bon iver'?
Options:
(A) bon liver
(B) bion iver
(C) ban iver
(D) bon ivee",(A)
21,"Which of the following is a humorous edit of this artist or movie name: 'cinderella'?
Options:
(A) cinderelrla
(B) tinderella
(C) cindeorella
(D) cindqrella",(B)
23,"Which of the following is a humorous edit of this artist or movie name: 'a few good men'?
Options:
(A) a few goofd men
(B) a few food men
(C) ad few good men
(D) a fewagood men",(B)
25,"Which of the following is a humorous edit of this artist or movie name: 'little shop of horrors'?
Options:
(A) little shoy of horrors
(B) little hop of horrors
(C) little wshop of horrors
(D) ulittle shop of horrors",(B)
27,"Which of the following is a humorous edit of this artist or movie name: 'pixies'?
Options:
(A) pgxies
(B) pihies
(C) pigies
(D) pinxies",(C)
29,"Which of the following is a humorous edit of this artist or movie name: 'foo fighters'?
Options:
(A) poo fighters
(B) foo fighthers
(C) foo fighter
(D) fyo fighters",(A)
31,"Which of the following is a humorous edit of this artist or movie name: 'pantera'?
Options:
(A) paitera
(B) spantera
(C) lantern
(D) panera",(D)
33,"Which of the following is a humorous edit of this artist or movie name: 'die another day'?
Options:
(A) die anothpr day
(B) diet another day
(C) dies another day
(D) die another ay",(B)
35,"Which of the following is a humorous edit of this artist or movie name: 'fall out boy'?
Options:
(A) faqll out boy
(B) fall out bot
(C) falbl out boy
(D) fall outt boy",(B)
37,"Which of the following is a humorous edit of this artist or movie name: 'whitney houston'?
Options:
(A) whiney houston
(B) whitney housbon
(C) whitneyx houston
(D) whitney homston",(A)
39,"Which of the following is a humorous edit of this artist or movie name: 'breaking benjamin'?
Options:
(A) breaking benjamins
(B) breaking benjaqmin
(C) reaking benjamin
(D) breaking oenjamin",(C)
41,"Which of the following is a humorous edit of this artist or movie name: 'jurassic park'?
Options:
(A) jurassic mark
(B) jurassic pack
(C) jurassic pairk
(D) jurassic pork",(D)
43,"Which of the following is a humorous edit of this artist or movie name: 'creedence clearwater revival'?
Options:
(A) creedence clearwatee revival
(B) creedence clqarwater revival
(C) creedence clearwafer revival
(D) crecedence clearwater revival",(C)
45,"Which of the following is a humorous edit of this artist or movie name: 'get shorty'?
Options:
(A) wet shorty
(B) get shirty
(C) get shovrty
(D) get sbhorty",(B)
47,"Which of the following is a humorous edit of this artist or movie name: 'mean girls'?
Options:
(A) bean girls
(B) oean girls
(C) meyan girls
(D) mean giwls",(A)
49,"Which of the following is a humorous edit of this artist or movie name: 'the green mile'?
Options:
(A) the green mole
(B) thle green mile
(C) the green mixle
(D) the green midle",(A)
51,"Which of the following is a humorous edit of this artist or movie name: 'new kids on the block'?
Options:
(A) newgkids on the block
(B) new kid on the block
(C) new kids on the clock",(C)
53,"Which of the following is a humorous edit of this artist or movie name: 'my big fat greek wedding'?
Options:
(A) my bzg fat greek wedding
(B) my big fatggreek wedding
(C) my big fat greek weeding
(D) my big fat greek wedading",(C)
55,"Which of the following is a humorous edit of this artist or movie name: 'rocky'?
Options:
(A) ricky
(B) rotky
(C) tocky
(D) crocky",(A)
57,"Which of the following is a humorous edit of this artist or movie name: 'bad religion'?
Options:
(A) bad religvon
(B) bdd religion
(C) bad religion
(D) brad religion",(D)
59,"Which of the following is a humorous edit of this artist or movie name: 'ice cube'?
Options:
(A) ice cunbe
(B) icep cube
(C) ice cmbe
(D) lice cube",(D)
61,"Which of the following is a humorous edit of this artist or movie name: 'dolly dots'?
Options:
(A) dolly kots
(B) dolly dot
(C) dolly dotcs
(D) dolly dott",(A)
63,"Which of the following is a humorous edit of this artist or movie name: 'mad max'?
Options:
(A) madq max
(B) mada max
(C) mud max
(D) sad max",(D)
65,"Which of the following is a humorous edit of this artist or movie name: 'i spit on your grave'?
Options:
(A) i spit on your erave
(B) i spit on your brave
(C) i skit on your grave
(D) i spit on your gravy",(D)
67,"Which of the following is a humorous edit of this artist or movie name: 'the rolling stones'?
Options:
(A) the rolling stones
(B) the rtlling stones
(C) the rolling scones
(D) the polling stones",(C)
69,"Which of the following is a humorous edit of this artist or movie name: 'the men who stare at goats'?
Options:
(A) the men who stare at boats
(B) uhe men who stare at goats
(C) the men who stare vt goats
(D) the omen who stare at goats",(A)
71,"Which of the following is a humorous edit of this artist or movie name: 'last action hero'?
Options:
(A) last actions hero
(B) last action herko
(C) last actin hero
(D) lost action hero",(D)
73,"Which of the following is a humorous edit of this artist or movie name: 'the full monty'?
Options:
(A) the fucll monty
(B) the fulz monty
(C) thezfull monty
(D) the full minty",(D)
75,"Which of the following is a humorous edit of this artist or movie name: 'skinny puppy'?
Options:
(A) skinny yuppy
(B) skinny puspy
(C) skihnny puppy
(D) skinny puppry",(A)
77,"Which of the following is a humorous edit of this artist or movie name: 'sly and the family stone'?
Options:
(A) syy and the family stone
(B) sly and the familyf stone
(C) sly and the familycstone
(D) soy and the family stone",(D)
79,"Which of the following is a humorous edit of this artist or movie name: 'blade runner'?
Options:
(A) blade runyner
(B) blade ruiner
(C) blade runnegr
(D) bulade runner",(B)
81,"Which of the following is a humorous edit of this artist or movie name: 'die hard'?
Options:
(A) dib hard
(B) die haard
(C) die hare
(D) die sard",(C)
83,"Which of the following is a humorous edit of this artist or movie name: 'the longest day'?
Options:
(A) thee longest day
(B) the bongest day
(C) the longest eay
(D) the longest eday",(B)
85,"Which of the following is a humorous edit of this artist or movie name: 'moonlight'?
Options:
(A) moonligrht
(B) moonlzght
(C) moonlights
(D) goonlight",(D)
87,"Which of the following is a humorous edit of this artist or movie name: 'seven brides for seven brothers'?
Options:
(A) seven briqes for seven brothers
(B) seven bridles for seven brothers
(C) seven brides forpseven brothers
(D) sevenzbrides for seven brothers",(B)
89,"Which of the following is a humorous edit of this artist or movie name: 'the police'?
Options:
(A) tye police
(B) the polite
(C) nhe police
(D) twhe police",(B)
91,"Which of the following is a humorous edit of this artist or movie name: 'top gun'?
Options:
(A) tzop gun
(B) top gin
(C) toup gun
(D) toh gun",(B)
93,"Which of the following is a humorous edit of this artist or movie name: 'the sisters of mercy'?
Options:
(A) the sister of mercy
(B) the svsters of mercy
(C) the sisters of msrcy
(D) the sisters of percy",(D)
95,"Which of the following is a humorous edit of this artist or movie name: 'gone with the wind'?
Options:
(A) gone with the winm
(B) gong with the wind
(C) goke with the wind
(D) gone with the wynd",(B)
