id,prompt,target
82,"Find a movie similar to Braveheart, Dances with Wolves, The Shawshank Redemption, The Usual Suspects:
Options:
(A) 3000 Miles to Graceland
(B) Crimson Tide
(C) Best Men
(D) A Very Harold & Kumar 3D Christmas",(B)
84,"Find a movie similar to Pulp Fiction, The Shawshank Redemption, Dances with Wolves, Stargate:
Options:
(A) The Fugitive
(B) The Boss of It All
(C) Barb Wire
(D) Basic Instinct 2",(A)
86,"Find a movie similar to Pulp Fiction, The Silence of the Lambs, Forrest Gump, Laputa Castle in the Sky:
Options:
(A) Bone Tomahawk
(B) The Brice Man
(C) The Village
(D) The Shawshank Redemption",(D)
88,"Find a movie similar to The Usual Suspects, The Shawshank Redemption, Get Shorty, Pulp Fiction:
Options:
(A) Schindler's List
(B) The Handmaiden
(C) Davy Crockett
(D) King of the Wild Frontier
(E) Jet Li's Fearless",(A)
90,"Find a movie similar to Forrest Gump, The Fugitive, Independence Day, Fargo:
Options:
(A) Comic-Con Episode IV A Fan's Hope
(B) Harley Davidson and the Marlboro Man
(C) Heat
(D) Scratch",(C)
92,"Find a movie similar to American Beauty, The Sixth Sense, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope:
Options:
(A) Death to Smoochy
(B) The Artist
(C) LA Confidential
(D) New York
(E) I Love You",(C)
94,"Find a movie similar to The Shawshank Redemption, Apollo 13, Terminator 2 Judgment Day, Dead Man Walking:
Options:
(A) Frankenstein Unbound
(B) Jon Stewart Has Left the Building
(C) Clear and Present Danger
(D) Little Giants",(C)
96,"Find a movie similar to Batman, The Usual Suspects, The Silence of the Lambs, Jurassic Park:
Options:
(A) The End of the Tour
(B) Forrest Gump
(C) Lust
(D) Caution
(E) Shelter",(B)
98,"Find a movie similar to Dances with Wolves, Stargate, Pulp Fiction, The Shawshank Redemption:
Options:
(A) The Towering Inferno
(B) The Collector
(C) Diabolique
(D) The Fugitive",(D)
100,"Find a movie similar to The Lion King, The Fugitive, Terminator 2 Judgment Day, Toy Story:
Options:
(A) Black Mirror
(B) Aladdin
(C) Super Mario Bros
(D) The Stunt Man",(B)
102,"Find a movie similar to The Mask, Batman, Pretty Woman, The Fugitive:
Options:
(A) Babe
(B) What We Do in the Shadows
(C) Game of Death
(D) Eastern Promises",(A)
104,"Find a movie similar to X-Men, Planet of the Apes, Forrest Gump, Independence Day:
Options:
(A) The Terminator
(B) Remember Me
(C) Train to Busan
(D) Fast & Furious",(A)
106,"Find a movie similar to The Fugitive, Interview with the Vampire The Vampire Chronicles, The Mask, The Lion King:
Options:
(A) Babe
(B) The House
(C) Saving Santa
(D) Experimenter",(A)
108,"Find a movie similar to Apollo 13, Batman, Dances with Wolves, Braveheart:
Options:
(A) Schindler's List
(B) Crimes and Misdemeanors
(C) King Kong
(D) Gorillas in the Mist",(A)
110,"Find a movie similar to The Fugitive, Schindler's List, Fargo, Braveheart:
Options:
(A) Dances with Wolves
(B) Arachnophobia
(C) The Good Son
(D) Liam",(A)
112,"Find a movie similar to Braveheart, Forrest Gump, The Silence of the Lambs, The Fugitive:
Options:
(A) Cannibal Holocaust
(B) Seven
(C) Bride & Prejudice
(D) Night at the Museum Secret of the Tomb",(B)
114,"Find a movie similar to One Flew Over the Cuckoo's Nest, Star Wars Episode V - The Empire Strikes Back, Léon The Professional, Reservoir Dogs:
Options:
(A) Thumbelina
(B) Hereafter
(C) The Thinning
(D) Raiders of the Lost Ark",(D)
116,"Find a movie similar to Get Shorty, What's Eating Gilbert Grape, The Fugitive, The Shawshank Redemption:
Options:
(A) Unstrung Heroes
(B) Vampire in Brooklyn
(C) Braveheart
(D) Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",(C)
118,"Find a movie similar to Braveheart, The Usual Suspects, Dances with Wolves, Pulp Fiction:
Options:
(A) Metropolis
(B) Nadja
(C) Marty
(D) Toy Story",(D)
120,"Find a movie similar to The Fugitive, Fargo, Groundhog Day, The Princess Bride:
Options:
(A) John Q
(B) Raiders of the Lost Ark
(C) No Man's Land
(D) The Morning After",(B)
122,"Find a movie similar to Dances with Wolves, The Shawshank Redemption, Stargate, Tombstone:
Options:
(A) The Fugitive
(B) Frankenstein Unbound
(C) Easter Parade
(D) One Crazy Summer",(A)
124,"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, The Usual Suspects, Star Wars Episode IV - A New Hope, The Lord of the Rings The Return of the King:
Options:
(A) LA Confidential
(B) PS I Love You
(C) Boyz N the Hood
(D) Let It Ride",(A)
126,"Find a movie similar to The Matrix, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope, Forrest Gump:
Options:
(A) Pulp Fiction
(B) Da geht noch was!
(C) Hudson Hawk
(D) The Brothers Grimm",(A)
128,"Find a movie similar to Goodfellas, The Big Lebowski, Raiders of the Lost Ark, The Silence of the Lambs:
Options:
(A) Doctor Dolittle
(B) Pi
(C) House Party 3
(D) Star Wars Episode IV - A New Hope",(D)
130,"Find a movie similar to The Fifth Element, Gladiator, Gattaca, The Matrix:
Options:
(A) Birdman of Alcatraz
(B) Raiders of the Lost Ark
(C) Le Samouraï
(D) Imagine That",(B)
132,"Find a movie similar to Austin Powers International Man of Mystery, Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, Mission Impossible:
Options:
(A) The Impostors
(B) Virunga
(C) Self-criticism of a Bourgeois Dog
(D) American Beauty",(D)
134,"Find a movie similar to Spirited Away, Seven Samurai, LA Confidential, Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb:
Options:
(A) The Usual Suspects
(B) Return to the Blue Lagoon
(C) Practical Magic
(D) Scrooge",(A)
136,"Find a movie similar to Apollo 13, Jurassic Park, The Silence of the Lambs, Forrest Gump:
Options:
(A) Somewhere
(B) Batman
(C) The Hot Chick
(D) The Apartment",(B)
138,"Find a movie similar to One Flew Over the Cuckoo's Nest, Goodfellas, Rear Window, The Professional:
Options:
(A) A Night to Remember
(B) The Swan Princess
(C) Kinsey
(D) Léon The Professional",(D)
140,"Find a movie similar to Braveheart, The Fugitive, The Mask, Schindler's List:
Options:
(A) Interstate 60
(B) Primary Colors
(C) Careful What You Wish For
(D) The Shawshank Redemption",(D)
142,"Find a movie similar to Forrest Gump, The Silence of the Lambs, The Fugitive, Jurassic Park:
Options:
(A) The Burrowers
(B) Children of the Corn III
(C) Hood of Horror
(D) Braveheart",(D)
144,"Find a movie similar to The Fugitive, Monty Python and the Holy Grail, Goodfellas, Star Wars Episode IV - A New Hope:
Options:
(A) I
(B) Robot
(C) Cookie's Fortune
(D) Being John Malkovich
(E) Behind Enemy Lines",(D)
146,"Find a movie similar to Forrest Gump, The Shawshank Redemption, Pulp Fiction, Dances with Wolves:
Options:
(A) Women in Trouble
(B) The Fugitive
(C) Night at the Museum Secret of the Tomb
(D) While You Were Sleeping",(B)
148,"Find a movie similar to Batman, Forrest Gump, Jurassic Park, The Usual Suspects:
Options:
(A) Apollo 13
(B) Battle Beyond the Stars
(C) Great Balls of Fire!
(D) The Atomic Submarine",(A)
150,"Find a movie similar to Braveheart, Pulp Fiction, Schindler's List, The Usual Suspects:
Options:
(A) Kazaam
(B) Eichmann
(C) Children of the Night
(D) Apollo 13",(D)
152,"Find a movie similar to Braveheart, The Fugitive, The Shawshank Redemption, The Usual Suspects:
Options:
(A) Pale Rider
(B) Runaway Brain
(C) Crimson Tide
(D) Super Mario Bros",(C)
154,"Find a movie similar to Seven, Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, American Beauty:
Options:
(A) Wadjda
(B) Gray's Anatomy
(C) Rear Window
(D) The Shaggy DA",(C)
156,"Find a movie similar to The Matrix, Inception, Pulp Fiction, Forrest Gump:
Options:
(A) Raiders of the Lost Ark
(B) Changing Lanes
(C) The Ewok Adventure
(D) High Noon",(A)
158,"Find a movie similar to Dances with Wolves, Get Shorty, The Fugitive, Braveheart:
Options:
(A) Barbershop 2 Back in Business
(B) Cool Runnings
(C) To Be or Not to Be
(D) The Shawshank Redemption",(D)
160,"Find a movie similar to Gladiator, Raiders of the Lost Ark, Schindler's List, Saving Private Ryan:
Options:
(A) The Matrix
(B) Scorpio
(C) Oh
(D) Hello On Broadway
(E) The Prophecy",(A)
162,"Find a movie similar to Raiders of the Lost Ark, The Matrix, Star Wars Episode IV - A New Hope, Inception:
Options:
(A) Attack of the Killer Tomatoes!
(B) Up
(C) Ernest Rides Again
(D) White Christmas",(B)
164,"Find a movie similar to Gladiator, Saving Private Ryan, The Matrix, Inception:
Options:
(A) Bad Boy Bubby
(B) Raiders of the Lost Ark
(C) Whatever Works
(D) Porco Rosso",(B)
166,"Find a movie similar to Aladdin, The Lion King, Terminator 2 Judgment Day, Batman:
Options:
(A) The Mummy
(B) Narc
(C) Fright Night
(D) Pretty Woman",(D)
168,"Find a movie similar to Fight Club, The Shawshank Redemption, Kill Bill Vol 1, Kill Bill Vol 2:
Options:
(A) Sorority House Massacre
(B) Evolution
(C) Memento
(D) Scooby-Doo Goes Hollywood",(C)
170,"Find a movie similar to Apollo 13, Pulp Fiction, Pretty Woman, Braveheart:
Options:
(A) In Good Company
(B) A Summer's Tale
(C) Phenomena
(D) The Shawshank Redemption",(D)
172,"Find a movie similar to The Shawshank Redemption, Forrest Gump, Pulp Fiction, Braveheart:
Options:
(A) A Woman Under the Influence
(B) It's the Great Pumpkin
(C) Charlie Brown
(D) The House
(E) Dances with Wolves",(E)
174,"Find a movie similar to Jurassic Park, Independence Day, Forrest Gump, Batman:
Options:
(A) The Firm
(B) Roger Dodger
(C) Innocent Man
(D) An
(E) The Silence of the Lambs",(E)
176,"Find a movie similar to Star Wars Episode VI - Return of the Jedi, Back to the Future, Toy Story, The Terminator:
Options:
(A) Europa
(B) 'night Mother
(C) Star Wars Episode IV - A New Hope
(D) Of Human Bondage",(C)
178,"Find a movie similar to Get Shorty, Mr Holland's Opus, Stargate, Dances with Wolves:
Options:
(A) The Prime Gig
(B) 9 12 Weeks
(C) The Usual Suspects
(D) It Happened One Night",(C)
180,"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, The Lord of the Rings The Fellowship of the Ring, American Beauty, Forrest Gump:
Options:
(A) Upside Down The Creation Records Story
(B) The Adventures of Sherlock Holmes and Doctor Watson
(C) Waking Life
(D) The Lord of the Rings The Two Towers",(D)
182,"Find a movie similar to Dances with Wolves, The Usual Suspects, Toy Story, Braveheart:
Options:
(A) Ashby
(B) Groove
(C) The Dinner Game
(D) Schindler's List",(D)
184,"Find a movie similar to Dances with Wolves, Crimson Tide, Braveheart, The Fugitive:
Options:
(A) Rachel Getting Married
(B) Howard the Duck
(C) The Shawshank Redemption
(D) The Post",(C)
186,"Find a movie similar to The Blues Brothers, The Usual Suspects, Forrest Gump, The Silence of the Lambs:
Options:
(A) Independence Day
(B) A Place in the Sun
(C) Son in Law
(D) Hot Tub Time Machine",(A)
188,"Find a movie similar to Star Wars Episode IV - A New Hope, Superman, The Terminator, American Beauty:
Options:
(A) Opera
(B) Austin Powers International Man of Mystery
(C) Highlander The Search for Vengeance
(D) Supergirl",(B)
190,"Find a movie similar to Inception, Gladiator, The Matrix, Saving Private Ryan:
Options:
(A) Robots
(B) King of Comedy
(C) Raiders of the Lost Ark
(D) Won't You Be My Neighbor",(C)
192,"Find a movie similar to Pulp Fiction, Raiders of the Lost Ark, The Matrix, Inception:
Options:
(A) Hector and the Search for Happiness
(B) The Quiet American
(C) The Shawshank Redemption
(D) Falling Down",(C)
194,"Find a movie similar to Back to the Future, Raiders of the Lost Ark, The Matrix, The Terminator:
Options:
(A) What's Up
(B) Tiger Lily
(C) Cave of Forgotten Dreams
(D) Batman
(E) Quatermass and the Pit",(D)
196,"Find a movie similar to Batman, Independence Day, Forrest Gump, The Silence of the Lambs:
Options:
(A) Skyline
(B) Jurassic Park
(C) Dragon Ball Z Broly - The Legendary Super Saiyan
(D) One Fine Day",(B)
198,"Find a movie similar to The Shawshank Redemption, Pulp Fiction, Dances with Wolves, Schindler's List:
Options:
(A) The Way South
(B) Er ist wieder da
(C) Braveheart
(D) Miss Nobody",(C)
200,"Find a movie similar to Back to the Future, The Lord of the Rings The Fellowship of the Ring, Star Wars Episode VI - Return of the Jedi, Forrest Gump:
Options:
(A) The Silence of the Lambs
(B) Making the Grade
(C) The Boy and the Beast
(D) Vicky Cristina Barcelona",(A)
202,"Find a movie similar to Forrest Gump, The Shawshank Redemption, The Matrix, Star Wars Episode I - The Phantom Menace:
Options:
(A) Fight Club
(B) I Shot Jesse James
(C) Out Cold
(D) Blackrock",(A)
204,"Find a movie similar to Pulp Fiction, Dances with Wolves, Schindler's List, Braveheart:
Options:
(A) Exte Hair Extensions
(B) The Shawshank Redemption
(C) Hot Lead and Cold Feet
(D) The Man Who Shot Liberty Valance",(B)
206,"Find a movie similar to Mission Impossible, Back to the Future, Star Wars Episode VI - Return of the Jedi, X-Men:
Options:
(A) My Neighbor Totoro
(B) Hang 'Em High
(C) They Came Together
(D) Toy Story",(D)
208,"Find a movie similar to The Lion King, Terminator 2 Judgment Day, Schindler's List, The Shawshank Redemption:
Options:
(A) I'll Be Home For Christmas
(B) Lilya 4-Ever
(C) A Night in the Life of Jimmy Reardon
(D) Aladdin",(D)
210,"Find a movie similar to The Sixth Sense, One Flew Over the Cuckoo's Nest, Wallace & Gromit A Close Shave, The Maltese Falcon:
Options:
(A) Feast
(B) In the Loop
(C) Return with Honor
(D) Reservoir Dogs",(D)
212,"Find a movie similar to The Fugitive, Dances with Wolves, Forrest Gump, The Shawshank Redemption:
Options:
(A) A Special Day
(B) David Cross Making America Great Again
(C) Happy Go Lovely
(D) Pulp Fiction",(D)
214,"Find a movie similar to Braveheart, Get Shorty, The Shawshank Redemption, Pulp Fiction:
Options:
(A) The Fugitive
(B) Ready to Rumble
(C) Thoroughly Modern Millie
(D) Ninja Shadow of a Tear",(A)
216,"Find a movie similar to Batman, The Lion King, Pretty Woman, Terminator 2 Judgment Day:
Options:
(A) Drag Me to Hell
(B) The Old Man and the Sea
(C) The Mask
(D) 'night Mother",(C)
218,"Find a movie similar to Dances with Wolves, The Shawshank Redemption, The Fugitive, Pulp Fiction:
Options:
(A) The City of Women
(B) Avengers Infinity War - Part I
(C) Forrest Gump
(D) The Man Who Knew Too Much",(C)
220,"Find a movie similar to Dances with Wolves, Aladdin, Braveheart, Dead Man Walking:
Options:
(A) The Fugitive
(B) Tristram Shandy A Cock and Bull Story
(C) Barefoot in the Park
(D) Dante's Inferno An Animated Epic",(A)
222,"Find a movie similar to Forrest Gump, The Silence of the Lambs, The Usual Suspects, The Blues Brothers:
Options:
(A) From Hell
(B) The Insider
(C) Independence Day
(D) Bride of Chucky",(C)
224,"Find a movie similar to Jurassic Park, Forrest Gump, Independence Day, Mission Impossible:
Options:
(A) The Godfather Trilogy 1972-1990
(B) Star Wars Episode VI - Return of the Jedi
(C) Halloween II
(D) Alice Through the Looking Glass",(B)
226,"Find a movie similar to Star Wars Episode IV - A New Hope, The Fugitive, Being John Malkovich, Mission Impossible:
Options:
(A) Pet Sematary II
(B) Star Wars Episode V - The Empire Strikes Back
(C) Winnie Pooh
(D) Ken Park",(B)
228,"Find a movie similar to Interview with the Vampire The Vampire Chronicles, The Lion King, Braveheart, The Shawshank Redemption:
Options:
(A) Dances with Wolves
(B) The Killer Shrews
(C) Uptown Girls
(D) The Den",(A)
230,"Find a movie similar to The Matrix, Seven, The Usual Suspects, Reservoir Dogs:
Options:
(A) The Godfather Part II
(B) The Sting
(C) Trash Humpers
(D) The Seventh Sign",(A)
232,"Find a movie similar to Dances with Wolves, The Shawshank Redemption, Schindler's List, Pulp Fiction:
Options:
(A) Braveheart
(B) The Pretty One
(C) Elsa & Fred
(D) The Sound of Music",(A)
234,"Find a movie similar to Forrest Gump, Star Wars Episode IV - A New Hope, Back to the Future, Star Wars Episode VI - Return of the Jedi:
Options:
(A) The Apple
(B) Independence Day
(C) Boiling Point
(D) Car Wash",(B)
236,"Find a movie similar to Batman, The Silence of the Lambs, Jurassic Park, Independence Day:
Options:
(A) The Sessions
(B) The Girl Who Kicked the Hornet's Nest
(C) Forrest Gump
(D) Before Night Falls",(C)
238,"Find a movie similar to Apollo 13, Schindler's List, Pretty Woman, Braveheart:
Options:
(A) The Fly
(B) Metropia
(C) Ciao
(D) Professore!
(E) Dances with Wolves",(E)
240,"Find a movie similar to Pulp Fiction, The Fugitive, The Shawshank Redemption, Dances with Wolves:
Options:
(A) Babylon 5 A Call to Arms
(B) Letters from Iwo Jima
(C) Forrest Gump
(D) Saint Ralph",(C)
242,"Find a movie similar to Independence Day, Star Wars Episode V - The Empire Strikes Back, American Beauty, Star Wars Episode VI - Return of the Jedi:
Options:
(A) Frankenweenie
(B) Ivan Vasilievich Back to the Future
(C) We Bought a Zoo
(D) Star Wars Episode IV - A New Hope",(D)
244,"Find a movie similar to The Shawshank Redemption, Pulp Fiction, The Fugitive, Fargo:
Options:
(A) Blitz
(B) Only Lovers Left Alive
(C) The Chase
(D) The Usual Suspects",(D)
246,"Find a movie similar to The Fugitive, Willy Wonka & the Chocolate Factory, So I Married an Axe Murderer, Batman:
Options:
(A) Seven
(B) Meet the Spartans
(C) Leprechaun 4 In Space
(D) Harlem Nights",(A)
248,"Find a movie similar to Dances with Wolves, The Shawshank Redemption, Apollo 13, Schindler's List:
Options:
(A) Braveheart
(B) Popeye
(C) House II The Second Story
(D) In China They Eat Dogs",(A)
1,"Find a movie similar to The Sixth Sense, The Matrix, Forrest Gump, The Shawshank Redemption:
Options:
(A) Street Fighter II The Animated Movie
(B) The Sheltering Sky
(C) The Boy Who Could Fly
(D) Terminator 2 Judgment Day",(D)
3,"Find a movie similar to Terminator 2 Judgment Day, The Fugitive, The Shawshank Redemption, Dead Man Walking:
Options:
(A) Walk
(B) Don't Run
(C) Shaun the Sheep Movie
(D) Rocky IV
(E) Braveheart",(E)
5,"Find a movie similar to Heat, The Fugitive, Forrest Gump, The Silence of the Lambs:
Options:
(A) Death Race 2
(B) Cannonball Run II
(C) Independence Day
(D) Slumber Party Massacre II",(C)
7,"Find a movie similar to Schindler's List, Pulp Fiction, Braveheart, The Usual Suspects:
Options:
(A) 12 Angry Men
(B) Mo' Better Blues
(C) Mindhunters
(D) The Shawshank Redemption",(D)
9,"Find a movie similar to The Lord of the Rings The Two Towers, The Lord of the Rings The Fellowship of the Ring, Star Wars Episode IV - A New Hope, The Matrix:
Options:
(A) The Return
(B) The Hidden Fortress
(C) Schindler's List
(D) The End of the Affair",(C)
11,"Find a movie similar to Forrest Gump, The Fugitive, The Shawshank Redemption, Pulp Fiction:
Options:
(A) Anchors Aweigh
(B) Looney Tunes Back in Action
(C) Porky's Revenge
(D) Dances with Wolves",(D)
13,"Find a movie similar to The Shawshank Redemption, The Usual Suspects, Pulp Fiction, Fargo:
Options:
(A) Damage
(B) Pie in the Sky
(C) The Fugitive
(D) A Plasticine Crow",(C)
15,"Find a movie similar to Forrest Gump, The Silence of the Lambs, Seven, Fargo:
Options:
(A) Gandhi
(B) Schindler's List
(C) Dogfight
(D) Repo Man",(B)
17,"Find a movie similar to The Lion King, The Fugitive, Schindler's List, The Shawshank Redemption:
Options:
(A) The Art of the Steal
(B) Pulp Fiction
(C) Battlestar Galactica The Plan
(D) Breakin' All the Rules",(B)
